"Dataline","Play","PlayerLinenumber","ActSceneLine","Player","PlayerLine"
"108155","A Winters Tale","45","1.2.197","LEONTES","Are you so fond of your young prince as we"
"108156","A Winters Tale","45","1.2.198","LEONTES","Do seem to be of ours?"
"108157","A Winters Tale","46","1.2.199","POLIXENES","If at home, sir,"
"108158","A Winters Tale","46","1.2.200","POLIXENES","He's all my exercise, my mirth, my matter,"
"108159","A Winters Tale","46","1.2.201","POLIXENES","Now my sworn friend and then mine enemy,"
"108160","A Winters Tale","46","1.2.202","POLIXENES","My parasite, my soldier, statesman, all:"
"108161","A Winters Tale","46","1.2.203","POLIXENES","He makes a July's day short as December,"
"108162","A Winters Tale","46","1.2.204","POLIXENES","And with his varying childness cures in me"
"108163","A Winters Tale","46","1.2.205","POLIXENES","Thoughts that would thick my blood."
"108164","A Winters Tale","47","1.2.206","LEONTES","So stands this squire"
"108165","A Winters Tale","47","1.2.207","LEONTES","Officed with me: we two will walk, my lord,"
"108166","A Winters Tale","47","1.2.208","LEONTES","And leave you to your graver steps. Hermione,"
"108167","A Winters Tale","47","1.2.209","LEONTES","How thou lovest us, show in our brother's welcome,"
"108168","A Winters Tale","47","1.2.210","LEONTES","Let what is dear in Sicily be cheap:"
"108169","A Winters Tale","47","1.2.211","LEONTES","Next to thyself and my young rover, he's"
"108170","A Winters Tale","47","1.2.212","LEONTES","Apparent to my heart."
"108171","A Winters Tale","48","1.2.213","HERMIONE","If you would seek us,"
"108172","A Winters Tale","48","1.2.214","HERMIONE","We are yours i' the garden: shall's attend you there?"
"108173","A Winters Tale","49","1.2.215","LEONTES","To your own bents dispose you: you'll be found,"
"108174","A Winters Tale","49","1.2.216","LEONTES","Be you beneath the sky."
"108175","A Winters Tale","49",,"LEONTES","Aside"
"108176","A Winters Tale","49","1.2.217","LEONTES","I am angling now,"
"108177","A Winters Tale","49","1.2.218","LEONTES","Though you perceive me not how I give line."
"108178","A Winters Tale","49","1.2.219","LEONTES","Go to, go to!"
"108179","A Winters Tale","49","1.2.220","LEONTES","How she holds up the neb, the bill to him!"
"108180","A Winters Tale","49","1.2.221","LEONTES","And arms her with the boldness of a wife"
"108181","A Winters Tale","49","1.2.222","LEONTES","To her allowing husband!"
"108182","A Winters Tale","49",,"LEONTES","Exeunt POLIXENES, HERMIONE, and Attendants"
"108183","A Winters Tale","49","1.2.223","LEONTES","Gone already!"
"108184","A Winters Tale","49","1.2.224","LEONTES","Inch-thick, knee-deep, o'er head and"
"108185","A Winters Tale","49","1.2.225","LEONTES","ears a fork'd one!"
"108186","A Winters Tale","49","1.2.226","LEONTES","Go, play, boy, play: thy mother plays, and I"
"108187","A Winters Tale","49","1.2.227","LEONTES","Play too, but so disgraced a part, whose issue"
"108188","A Winters Tale","49","1.2.228","LEONTES","Will hiss me to my grave: contempt and clamour"
"108189","A Winters Tale","49","1.2.229","LEONTES","Will be my knell. Go, play, boy, play."
"108190","A Winters Tale","49","1.2.230","LEONTES","There have been,"
"108191","A Winters Tale","49","1.2.231","LEONTES","Or I am much deceived, cuckolds ere now,"
"108192","A Winters Tale","49","1.2.232","LEONTES","And many a man there is, even at this present,"
"108193","A Winters Tale","49","1.2.233","LEONTES","Now while I speak this, holds his wife by the arm,"
"108194","A Winters Tale","49","1.2.234","LEONTES","That little thinks she has been sluiced in's absence"
"108195","A Winters Tale","49","1.2.235","LEONTES","And his pond fish'd by his next neighbour, by"
"108196","A Winters Tale","49","1.2.236","LEONTES","Sir Smile, his neighbour: nay, there's comfort in't"
"108197","A Winters Tale","49","1.2.237","LEONTES","Whiles other men have gates and those gates open'd,"
"108198","A Winters Tale","49","1.2.238","LEONTES","As mine, against their will. Should all despair"
"108199","A Winters Tale","49","1.2.239","LEONTES","That have revolted wives, the tenth of mankind"
"108200","A Winters Tale","49","1.2.240","LEONTES","Would hang themselves. Physic for't there is none,"
"108201","A Winters Tale","49","1.2.241","LEONTES","It is a bawdy planet, that will strike"
"108202","A Winters Tale","49","1.2.242","LEONTES","Where 'tis predominant, and 'tis powerful, think it,"
"108203","A Winters Tale","49","1.2.243","LEONTES","From east, west, north and south: be it concluded,"
"108204","A Winters Tale","49","1.2.244","LEONTES","No barricado for a belly, know't,"
"108205","A Winters Tale","49","1.2.245","LEONTES","It will let in and out the enemy"
"108206","A Winters Tale","49","1.2.246","LEONTES","With bag and baggage: many thousand on's"
"108207","A Winters Tale","49","1.2.247","LEONTES","Have the disease, and feel't not. How now, boy!"
"108208","A Winters Tale","50","1.2.248","MAMILLIUS","I am like you, they say."
"108209","A Winters Tale","51","1.2.249","LEONTES","Why that's some comfort. What, Camillo there?"
"108210","A Winters Tale","52","1.2.250","CAMILLO","Ay, my good lord."
"108211","A Winters Tale","53","1.2.251","LEONTES","Go play, Mamillius, thou'rt an honest man."
"108212","A Winters Tale","53",,"LEONTES","Exit MAMILLIUS"
"108213","A Winters Tale","53","1.2.252","LEONTES","Camillo, this great sir will yet stay longer."
"108214","A Winters Tale","54","1.2.253","CAMILLO","You had much ado to make his anchor hold:"
"108215","A Winters Tale","54","1.2.254","CAMILLO","When you cast out, it still came home."
"108216","A Winters Tale","55","1.2.255","LEONTES","Didst note it?"
"108217","A Winters Tale","56","1.2.256","CAMILLO","He would not stay at your petitions: made"
"108218","A Winters Tale","56","1.2.257","CAMILLO","His business more material."
"108219","A Winters Tale","57","1.2.258","LEONTES","Didst perceive it?"
"108220","A Winters Tale","57",,"LEONTES","Aside"
"108221","A Winters Tale","57","1.2.259","LEONTES","They're here with me already, whispering, rounding"
"108222","A Winters Tale","57","1.2.260","LEONTES","'Sicilia is a so-forth:' 'tis far gone,"
"108223","A Winters Tale","57","1.2.261","LEONTES","When I shall gust it last. How came't, Camillo,"
"108224","A Winters Tale","57","1.2.262","LEONTES","That he did stay?"
"108225","A Winters Tale","58","1.2.263","CAMILLO","At the good queen's entreaty."
"108226","A Winters Tale","59","1.2.264","LEONTES","At the queen's be't: 'good' should be pertinent"
"108227","A Winters Tale","59","1.2.265","LEONTES","But, so it is, it is not. Was this taken"
"108228","A Winters Tale","59","1.2.266","LEONTES","By any understanding pate but thine?"
"108229","A Winters Tale","59","1.2.267","LEONTES","For thy conceit is soaking, will draw in"
"108230","A Winters Tale","59","1.2.268","LEONTES","More than the common blocks: not noted, is't,"
"108231","A Winters Tale","59","1.2.269","LEONTES","But of the finer natures? by some severals"
"108232","A Winters Tale","59","1.2.270","LEONTES","Of head-piece extraordinary? lower messes"
"108233","A Winters Tale","59","1.2.271","LEONTES","Perchance are to this business purblind? say."
"108234","A Winters Tale","60","1.2.272","CAMILLO","Business, my lord! I think most understand"
"108235","A Winters Tale","60","1.2.273","CAMILLO","Bohemia stays here longer."
"108236","A Winters Tale","61","1.2.274","LEONTES","Ha!"
"108237","A Winters Tale","62","1.2.275","CAMILLO","Stays here longer."
"108238","A Winters Tale","63","1.2.276","LEONTES","Ay, but why?"
"108239","A Winters Tale","64","1.2.277","CAMILLO","To satisfy your highness and the entreaties"
"108240","A Winters Tale","64","1.2.278","CAMILLO","Of our most gracious mistress."
"108241","A Winters Tale","65","1.2.279","LEONTES","Satisfy!"
"108242","A Winters Tale","65","1.2.280","LEONTES","The entreaties of your mistress! satisfy!"
"108243","A Winters Tale","65","1.2.281","LEONTES","Let that suffice. I have trusted thee, Camillo,"
"108244","A Winters Tale","65","1.2.282","LEONTES","With all the nearest things to my heart, as well"
"108245","A Winters Tale","65","1.2.283","LEONTES","My chamber-councils, wherein, priest-like, thou"
"108246","A Winters Tale","65","1.2.284","LEONTES","Hast cleansed my bosom, I from thee departed"
"108247","A Winters Tale","65","1.2.285","LEONTES","Thy penitent reform'd: but we have been"
"108248","A Winters Tale","65","1.2.286","LEONTES","Deceived in thy integrity, deceived"
"108249","A Winters Tale","65","1.2.287","LEONTES","In that which seems so."
"108250","A Winters Tale","66","1.2.288","CAMILLO","Be it forbid, my lord!"
"108251","A Winters Tale","67","1.2.289","LEONTES","To bide upon't, thou art not honest, or,"
"108252","A Winters Tale","67","1.2.290","LEONTES","If thou inclinest that way, thou art a coward,"
"108253","A Winters Tale","67","1.2.291","LEONTES","Which hoxes honesty behind, restraining"
"108254","A Winters Tale","67","1.2.292","LEONTES","From course required, or else thou must be counted"
"108255","A Winters Tale","67","1.2.293","LEONTES","A servant grafted in my serious trust"
"108256","A Winters Tale","67","1.2.294","LEONTES","And therein negligent, or else a fool"
"108257","A Winters Tale","67","1.2.295","LEONTES","That seest a game play'd home, the rich stake drawn,"
"108258","A Winters Tale","67","1.2.296","LEONTES","And takest it all for jest."
"108259","A Winters Tale","68","1.2.297","CAMILLO","My gracious lord,"
"108260","A Winters Tale","68","1.2.298","CAMILLO","I may be negligent, foolish and fearful,"
"108261","A Winters Tale","68","1.2.299","CAMILLO","In every one of these no man is free,"
"108262","A Winters Tale","68","1.2.300","CAMILLO","But that his negligence, his folly, fear,"
"108263","A Winters Tale","68","1.2.301","CAMILLO","Among the infinite doings of the world,"
"108264","A Winters Tale","68","1.2.302","CAMILLO","Sometime puts forth. In your affairs, my lord,"
"108265","A Winters Tale","68","1.2.303","CAMILLO","If ever I were wilful-negligent,"
"108266","A Winters Tale","68","1.2.304","CAMILLO","It was my folly, if industriously"
"108267","A Winters Tale","68","1.2.305","CAMILLO","I play'd the fool, it was my negligence,"
"108268","A Winters Tale","68","1.2.306","CAMILLO","Not weighing well the end, if ever fearful"
"108269","A Winters Tale","68","1.2.307","CAMILLO","To do a thing, where I the issue doubted,"
"108270","A Winters Tale","68","1.2.308","CAMILLO","Where of the execution did cry out"
"108271","A Winters Tale","68","1.2.309","CAMILLO","Against the non-performance, 'twas a fear"
"108272","A Winters Tale","68","1.2.310","CAMILLO","Which oft infects the wisest: these, my lord,"
"108273","A Winters Tale","68","1.2.311","CAMILLO","Are such allow'd infirmities that honesty"
"108274","A Winters Tale","68","1.2.312","CAMILLO","Is never free of. But, beseech your grace,"
"108275","A Winters Tale","68","1.2.313","CAMILLO","Be plainer with me, let me know my trespass"
"108276","A Winters Tale","68","1.2.314","CAMILLO","By its own visage: if I then deny it,"
"108277","A Winters Tale","68","1.2.315","CAMILLO","'Tis none of mine."
"108278","A Winters Tale","69","1.2.316","LEONTES","Ha' not you seen, Camillo,--"
"108279","A Winters Tale","69","1.2.317","LEONTES","But that's past doubt, you have, or your eye-glass"
"108280","A Winters Tale","69","1.2.318","LEONTES","Is thicker than a cuckold's horn,--or heard,--"
"108281","A Winters Tale","69","1.2.319","LEONTES","For to a vision so apparent rumour"
"108282","A Winters Tale","69","1.2.320","LEONTES","Cannot be mute,--or thought,--for cogitation"
"108283","A Winters Tale","69","1.2.321","LEONTES","Resides not in that man that does not think,--"
"108284","A Winters Tale","69","1.2.322","LEONTES","My wife is slippery? If thou wilt confess,"
"108285","A Winters Tale","69","1.2.323","LEONTES","Or else be impudently negative,"
"108286","A Winters Tale","69","1.2.324","LEONTES","To have nor eyes nor ears nor thought, then say"
"108287","A Winters Tale","69","1.2.325","LEONTES","My wife's a hobby-horse, deserves a name"
"108288","A Winters Tale","69","1.2.326","LEONTES","As rank as any flax-wench that puts to"
"108289","A Winters Tale","69","1.2.327","LEONTES","Before her troth-plight: say't and justify't."
"108290","A Winters Tale","70","1.2.328","CAMILLO","I would not be a stander-by to hear"
"108291","A Winters Tale","70","1.2.329","CAMILLO","My sovereign mistress clouded so, without"
"108292","A Winters Tale","70","1.2.330","CAMILLO","My present vengeance taken: 'shrew my heart,"
"108293","A Winters Tale","70","1.2.331","CAMILLO","You never spoke what did become you less"
"108294","A Winters Tale","70","1.2.332","CAMILLO","Than this, which to reiterate were sin"
"108295","A Winters Tale","70","1.2.333","CAMILLO","As deep as that, though true."
"108296","A Winters Tale","71","1.2.334","LEONTES","Is whispering nothing?"
"108297","A Winters Tale","71","1.2.335","LEONTES","Is leaning cheek to cheek? is meeting noses?"
"108298","A Winters Tale","71","1.2.336","LEONTES","Kissing with inside lip? stopping the career"
"108299","A Winters Tale","71","1.2.337","LEONTES","Of laughing with a sigh?--a note infallible"
"108300","A Winters Tale","71","1.2.338","LEONTES","Of breaking honesty--horsing foot on foot?"
"108301","A Winters Tale","71","1.2.339","LEONTES","Skulking in corners? wishing clocks more swift?"
"108302","A Winters Tale","71","1.2.340","LEONTES","Hours, minutes? noon, midnight? and all eyes"
"108303","A Winters Tale","71","1.2.341","LEONTES","Blind with the pin and web but theirs, theirs only,"
"108304","A Winters Tale","71","1.2.342","LEONTES","That would unseen be wicked? is this nothing?"
"108305","A Winters Tale","71","1.2.343","LEONTES","Why, then the world and all that's in't is nothing,"
"108306","A Winters Tale","71","1.2.344","LEONTES","The covering sky is nothing, Bohemia nothing,"
"108307","A Winters Tale","71","1.2.345","LEONTES","My wife is nothing, nor nothing have these nothings,"
"108308","A Winters Tale","71","1.2.346","LEONTES","If this be nothing."
"108309","A Winters Tale","72","1.2.347","CAMILLO","Good my lord, be cured"
"108310","A Winters Tale","72","1.2.348","CAMILLO","Of this diseased opinion, and betimes,"
"108311","A Winters Tale","72","1.2.349","CAMILLO","For 'tis most dangerous."
"108312","A Winters Tale","73","1.2.350","LEONTES","Say it be, 'tis true."
"108313","A Winters Tale","74","1.2.351","CAMILLO","No, no, my lord."
"108314","A Winters Tale","75","1.2.352","LEONTES","It is, you lie, you lie:"
"108315","A Winters Tale","75","1.2.353","LEONTES","I say thou liest, Camillo, and I hate thee,"
"108316","A Winters Tale","75","1.2.354","LEONTES","Pronounce thee a gross lout, a mindless slave,"
"108317","A Winters Tale","75","1.2.355","LEONTES","Or else a hovering temporizer, that"
"108318","A Winters Tale","75","1.2.356","LEONTES","Canst with thine eyes at once see good and evil,"
"108319","A Winters Tale","75","1.2.357","LEONTES","Inclining to them both: were my wife's liver"
"108320","A Winters Tale","75","1.2.358","LEONTES","Infected as her life, she would not live"
