"Dataline","Play","PlayerLinenumber","ActSceneLine","Player","PlayerLine"
"22711","A Comedy of Errors","24","1.2.116","OF SYRACUSE","I greatly fear my money is not safe."
"22712","A Comedy of Errors","24",,"OF SYRACUSE","Exit"
"22713","A Comedy of Errors","24",,"OF SYRACUSE","ACT II"
"22714","A Comedy of Errors","24",,"OF SYRACUSE","SCENE I. The house of ANTIPHOLUS of Ephesus."
"22715","A Comedy of Errors","24",,"OF SYRACUSE","Enter ADRIANA and LUCIANA"
"22716","A Comedy of Errors","1","2.1.1","ADRIANA","Neither my husband nor the slave return'd,"
"22717","A Comedy of Errors","1","2.1.2","ADRIANA","That in such haste I sent to seek his master!"
"22718","A Comedy of Errors","1","2.1.3","ADRIANA","Sure, Luciana, it is two o'clock."
"22719","A Comedy of Errors","2","2.1.4","LUCIANA","Perhaps some merchant hath invited him,"
"22720","A Comedy of Errors","2","2.1.5","LUCIANA","And from the mart he's somewhere gone to dinner."
"22721","A Comedy of Errors","2","2.1.6","LUCIANA","Good sister, let us dine and never fret:"
"22722","A Comedy of Errors","2","2.1.7","LUCIANA","A man is master of his liberty:"
"22723","A Comedy of Errors","2","2.1.8","LUCIANA","Time is their master, and, when they see time,"
"22724","A Comedy of Errors","2","2.1.9","LUCIANA","They'll go or come: if so, be patient, sister."
"22725","A Comedy of Errors","3","2.1.10","ADRIANA","Why should their liberty than ours be more?"
"22726","A Comedy of Errors","4","2.1.11","LUCIANA","Because their business still lies out o' door."
"22727","A Comedy of Errors","5","2.1.12","ADRIANA","Look, when I serve him so, he takes it ill."
"22728","A Comedy of Errors","6","2.1.13","LUCIANA","O, know he is the bridle of your will."
"22729","A Comedy of Errors","7","2.1.14","ADRIANA","There's none but asses will be bridled so."
"22730","A Comedy of Errors","8","2.1.15","LUCIANA","Why, headstrong liberty is lash'd with woe."
"22731","A Comedy of Errors","8","2.1.16","LUCIANA","There's nothing situate under heaven's eye"
"22732","A Comedy of Errors","8","2.1.17","LUCIANA","But hath his bound, in earth, in sea, in sky:"
"22733","A Comedy of Errors","8","2.1.18","LUCIANA","The beasts, the fishes, and the winged fowls,"
"22734","A Comedy of Errors","8","2.1.19","LUCIANA","Are their males' subjects and at their controls:"
"22735","A Comedy of Errors","8","2.1.20","LUCIANA","Men, more divine, the masters of all these,"
"22736","A Comedy of Errors","8","2.1.21","LUCIANA","Lords of the wide world and wild watery seas,"
"22737","A Comedy of Errors","8","2.1.22","LUCIANA","Indued with intellectual sense and souls,"
"22738","A Comedy of Errors","8","2.1.23","LUCIANA","Of more preeminence than fish and fowls,"
"22739","A Comedy of Errors","8","2.1.24","LUCIANA","Are masters to their females, and their lords:"
"22740","A Comedy of Errors","8","2.1.25","LUCIANA","Then let your will attend on their accords."
"22741","A Comedy of Errors","9","2.1.26","ADRIANA","This servitude makes you to keep unwed."
"22742","A Comedy of Errors","10","2.1.27","LUCIANA","Not this, but troubles of the marriage-bed."
"22743","A Comedy of Errors","11","2.1.28","ADRIANA","But, were you wedded, you would bear some sway."
"22744","A Comedy of Errors","12","2.1.29","LUCIANA","Ere I learn love, I'll practise to obey."
"22745","A Comedy of Errors","13","2.1.30","ADRIANA","How if your husband start some other where?"
"22746","A Comedy of Errors","14","2.1.31","LUCIANA","Till he come home again, I would forbear."
"22747","A Comedy of Errors","15","2.1.32","ADRIANA","Patience unmoved! no marvel though she pause,"
"22748","A Comedy of Errors","15","2.1.33","ADRIANA","They can be meek that have no other cause."
"22749","A Comedy of Errors","15","2.1.34","ADRIANA","A wretched soul, bruised with adversity,"
"22750","A Comedy of Errors","15","2.1.35","ADRIANA","We bid be quiet when we hear it cry,"
"22751","A Comedy of Errors","15","2.1.36","ADRIANA","But were we burdened with like weight of pain,"
"22752","A Comedy of Errors","15","2.1.37","ADRIANA","As much or more would we ourselves complain:"
"22753","A Comedy of Errors","15","2.1.38","ADRIANA","So thou, that hast no unkind mate to grieve thee,"
"22754","A Comedy of Errors","15","2.1.39","ADRIANA","With urging helpless patience wouldst relieve me,"
"22755","A Comedy of Errors","15","2.1.40","ADRIANA","But, if thou live to see like right bereft,"
"22756","A Comedy of Errors","15","2.1.41","ADRIANA","This fool-begg'd patience in thee will be left."
"22757","A Comedy of Errors","16","2.1.42","LUCIANA","Well, I will marry one day, but to try."
"22758","A Comedy of Errors","16","2.1.43","LUCIANA","Here comes your man, now is your husband nigh."
"22759","A Comedy of Errors","16",,"LUCIANA","Enter DROMIO of Ephesus"
"22760","A Comedy of Errors","17","2.1.44","ADRIANA","Say, is your tardy master now at hand?"
"22761","A Comedy of Errors","18","2.1.45","DROMIO OF EPHESUS","Nay, he's at two hands with me, and that my two ears"
"22762","A Comedy of Errors","18","2.1.46","DROMIO OF EPHESUS","can witness."
"22763","A Comedy of Errors","19","2.1.47","ADRIANA","Say, didst thou speak with him? know'st thou his mind?"
"22764","A Comedy of Errors","20","2.1.48","DROMIO OF EPHESUS","Ay, ay, he told his mind upon mine ear:"
"22765","A Comedy of Errors","20","2.1.49","DROMIO OF EPHESUS","Beshrew his hand, I scarce could understand it."
"22766","A Comedy of Errors","21","2.1.50","LUCIANA","Spake he so doubtfully, thou couldst not feel his meaning?"
"22767","A Comedy of Errors","22","2.1.51","DROMIO OF EPHESUS","Nay, he struck so plainly, I could too well feel his"
"22768","A Comedy of Errors","22","2.1.52","DROMIO OF EPHESUS","blows, and withal so doubtfully that I could scarce"
"22769","A Comedy of Errors","22","2.1.53","DROMIO OF EPHESUS","understand them."
"22770","A Comedy of Errors","23","2.1.54","ADRIANA","But say, I prithee, is he coming home? It seems he"
"22771","A Comedy of Errors","23","2.1.55","ADRIANA","hath great care to please his wife."
"22772","A Comedy of Errors","24","2.1.56","DROMIO OF EPHESUS","Why, mistress, sure my master is horn-mad."
"22773","A Comedy of Errors","25","2.1.57","ADRIANA","Horn-mad, thou villain!"
"22774","A Comedy of Errors","26","2.1.58","DROMIO OF EPHESUS","I mean not cuckold-mad,"
"22775","A Comedy of Errors","26","2.1.59","DROMIO OF EPHESUS","But, sure, he is stark mad."
"22776","A Comedy of Errors","26","2.1.60","DROMIO OF EPHESUS","When I desired him to come home to dinner,"
"22777","A Comedy of Errors","26","2.1.61","DROMIO OF EPHESUS","He ask'd me for a thousand marks in gold:"
"22778","A Comedy of Errors","26","2.1.62","DROMIO OF EPHESUS","''Tis dinner-time,' quoth I, 'My gold!' quoth he,"
"22779","A Comedy of Errors","26","2.1.63","DROMIO OF EPHESUS","'Your meat doth burn,' quoth I, 'My gold!' quoth he:"
"22780","A Comedy of Errors","26","2.1.64","DROMIO OF EPHESUS","'Will you come home?' quoth I, 'My gold!' quoth he."
"22781","A Comedy of Errors","26","2.1.65","DROMIO OF EPHESUS","'Where is the thousand marks I gave thee, villain?'"
"22782","A Comedy of Errors","26","2.1.66","DROMIO OF EPHESUS","'The pig,' quoth I, 'is burn'd,' 'My gold!' quoth he:"
"22783","A Comedy of Errors","26","2.1.67","DROMIO OF EPHESUS","'My mistress, sir' quoth I, 'Hang up thy mistress!"
"22784","A Comedy of Errors","26","2.1.68","DROMIO OF EPHESUS","I know not thy mistress, out on thy mistress!'"
"22785","A Comedy of Errors","27","2.1.69","LUCIANA","Quoth who?"
"22786","A Comedy of Errors","28","2.1.70","DROMIO OF EPHESUS","Quoth my master:"
"22787","A Comedy of Errors","28","2.1.71","DROMIO OF EPHESUS","'I know,' quoth he, 'no house, no wife, no mistress.'"
"22788","A Comedy of Errors","28","2.1.72","DROMIO OF EPHESUS","So that my errand, due unto my tongue,"
"22789","A Comedy of Errors","28","2.1.73","DROMIO OF EPHESUS","I thank him, I bare home upon my shoulders,"
"22790","A Comedy of Errors","28","2.1.74","DROMIO OF EPHESUS","For, in conclusion, he did beat me there."
"22791","A Comedy of Errors","29","2.1.75","ADRIANA","Go back again, thou slave, and fetch him home."
"22792","A Comedy of Errors","30","2.1.76","DROMIO OF EPHESUS","Go back again, and be new beaten home?"
"22793","A Comedy of Errors","30","2.1.77","DROMIO OF EPHESUS","For God's sake, send some other messenger."
"22794","A Comedy of Errors","31","2.1.78","ADRIANA","Back, slave, or I will break thy pate across."
"22795","A Comedy of Errors","32","2.1.79","DROMIO OF EPHESUS","And he will bless that cross with other beating:"
"22796","A Comedy of Errors","32","2.1.80","DROMIO OF EPHESUS","Between you I shall have a holy head."
"22797","A Comedy of Errors","33","2.1.81","ADRIANA","Hence, prating peasant! fetch thy master home."
"22798","A Comedy of Errors","34","2.1.82","DROMIO OF EPHESUS","Am I so round with you as you with me,"
"22799","A Comedy of Errors","34","2.1.83","DROMIO OF EPHESUS","That like a football you do spurn me thus?"
"22800","A Comedy of Errors","34","2.1.84","DROMIO OF EPHESUS","You spurn me hence, and he will spurn me hither:"
"22801","A Comedy of Errors","34","2.1.85","DROMIO OF EPHESUS","If I last in this service, you must case me in leather."
"22802","A Comedy of Errors","34",,"DROMIO OF EPHESUS","Exit"
"22803","A Comedy of Errors","35","2.1.86","LUCIANA","Fie, how impatience loureth in your face!"
"22804","A Comedy of Errors","36","2.1.87","ADRIANA","His company must do his minions grace,"
"22805","A Comedy of Errors","36","2.1.88","ADRIANA","Whilst I at home starve for a merry look."
"22806","A Comedy of Errors","36","2.1.89","ADRIANA","Hath homely age the alluring beauty took"
"22807","A Comedy of Errors","36","2.1.90","ADRIANA","From my poor cheek? then he hath wasted it:"
"22808","A Comedy of Errors","36","2.1.91","ADRIANA","Are my discourses dull? barren my wit?"
"22809","A Comedy of Errors","36","2.1.92","ADRIANA","If voluble and sharp discourse be marr'd,"
"22810","A Comedy of Errors","36","2.1.93","ADRIANA","Unkindness blunts it more than marble hard:"
"22811","A Comedy of Errors","36","2.1.94","ADRIANA","Do their gay vestments his affections bait?"
"22812","A Comedy of Errors","36","2.1.95","ADRIANA","That's not my fault: he's master of my state:"
"22813","A Comedy of Errors","36","2.1.96","ADRIANA","What ruins are in me that can be found,"
"22814","A Comedy of Errors","36","2.1.97","ADRIANA","By him not ruin'd? then is he the ground"
"22815","A Comedy of Errors","36","2.1.98","ADRIANA","Of my defeatures. My decayed fair"
"22816","A Comedy of Errors","36","2.1.99","ADRIANA","A sunny look of his would soon repair"
"22817","A Comedy of Errors","36","2.1.100","ADRIANA","But, too unruly deer, he breaks the pale"
"22818","A Comedy of Errors","36","2.1.101","ADRIANA","And feeds from home, poor I am but his stale."
"22819","A Comedy of Errors","37","2.1.102","LUCIANA","Self-harming jealousy! fie, beat it hence!"
"22820","A Comedy of Errors","38","2.1.103","ADRIANA","Unfeeling fools can with such wrongs dispense."
"22821","A Comedy of Errors","38","2.1.104","ADRIANA","I know his eye doth homage otherwhere,"
"22822","A Comedy of Errors","38","2.1.105","ADRIANA","Or else what lets it but he would be here?"
"22823","A Comedy of Errors","38","2.1.106","ADRIANA","Sister, you know he promised me a chain,"
"22824","A Comedy of Errors","38","2.1.107","ADRIANA","Would that alone, alone he would detain,"
"22825","A Comedy of Errors","38","2.1.108","ADRIANA","So he would keep fair quarter with his bed!"
"22826","A Comedy of Errors","38","2.1.109","ADRIANA","I see the jewel best enamelled"
"22827","A Comedy of Errors","38","2.1.110","ADRIANA","Will lose his beauty, yet the gold bides still,"
"22828","A Comedy of Errors","38","2.1.111","ADRIANA","That others touch, and often touching will"
"22829","A Comedy of Errors","38","2.1.112","ADRIANA","Wear gold: and no man that hath a name,"
"22830","A Comedy of Errors","38","2.1.113","ADRIANA","By falsehood and corruption doth it shame."
"22831","A Comedy of Errors","38","2.1.114","ADRIANA","Since that my beauty cannot please his eye,"
"22832","A Comedy of Errors","38","2.1.115","ADRIANA","I'll weep what's left away, and weeping die."
"22833","A Comedy of Errors","39","2.1.116","LUCIANA","How many fond fools serve mad jealousy!"
"22834","A Comedy of Errors","39",,"LUCIANA","Exeunt"
"22835","A Comedy of Errors","39",,"LUCIANA","SCENE II. A public place."
"22836","A Comedy of Errors","39",,"LUCIANA","Enter ANTIPHOLUS of Syracuse"
"22837","A Comedy of Errors","39","2.2.1","LUCIANA","ANTIPHOLUS"
"22838","A Comedy of Errors","1","2.2.2","OF SYRACUSE","The gold I gave to Dromio is laid up"
"22839","A Comedy of Errors","1","2.2.3","OF SYRACUSE","Safe at the Centaur, and the heedful slave"
"22840","A Comedy of Errors","1","2.2.4","OF SYRACUSE","Is wander'd forth, in care to seek me out"
"22841","A Comedy of Errors","1","2.2.5","OF SYRACUSE","By computation and mine host's report."
"22842","A Comedy of Errors","1","2.2.6","OF SYRACUSE","I could not speak with Dromio since at first"
"22843","A Comedy of Errors","1","2.2.7","OF SYRACUSE","I sent him from the mart. See, here he comes."
"22844","A Comedy of Errors","1",,"OF SYRACUSE","Enter DROMIO of Syracuse"
"22845","A Comedy of Errors","1","2.2.8","OF SYRACUSE","How now sir! is your merry humour alter'd?"
"22846","A Comedy of Errors","1","2.2.9","OF SYRACUSE","As you love strokes, so jest with me again."
"22847","A Comedy of Errors","1","2.2.10","OF SYRACUSE","You know no Centaur? you received no gold?"
"22848","A Comedy of Errors","1","2.2.11","OF SYRACUSE","Your mistress sent to have me home to dinner?"
"22849","A Comedy of Errors","1","2.2.12","OF SYRACUSE","My house was at the Phoenix? Wast thou mad,"
"22850","A Comedy of Errors","1","2.2.13","OF SYRACUSE","That thus so madly thou didst answer me?"
"22851","A Comedy of Errors","2","2.2.14","DROMIO OF SYRACUSE","What answer, sir? when spake I such a word?"
"22852","A Comedy of Errors","2","2.2.15","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22853","A Comedy of Errors","3","2.2.16","OF SYRACUSE","Even now, even here, not half an hour since."
"22854","A Comedy of Errors","4","2.2.17","DROMIO OF SYRACUSE","I did not see you since you sent me hence,"
"22855","A Comedy of Errors","4","2.2.18","DROMIO OF SYRACUSE","Home to the Centaur, with the gold you gave me."
"22856","A Comedy of Errors","4","2.2.19","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22857","A Comedy of Errors","5","2.2.20","OF SYRACUSE","Villain, thou didst deny the gold's receipt,"
"22858","A Comedy of Errors","5","2.2.21","OF SYRACUSE","And told'st me of a mistress and a dinner,"
"22859","A Comedy of Errors","5","2.2.22","OF SYRACUSE","For which, I hope, thou felt'st I was displeased."
"22860","A Comedy of Errors","6","2.2.23","DROMIO OF SYRACUSE","I am glad to see you in this merry vein:"
"22861","A Comedy of Errors","6","2.2.24","DROMIO OF SYRACUSE","What means this jest? I pray you, master, tell me."
"22862","A Comedy of Errors","6","2.2.25","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22863","A Comedy of Errors","7","2.2.26","OF SYRACUSE","Yea, dost thou jeer and flout me in the teeth?"
"22864","A Comedy of Errors","7","2.2.27","OF SYRACUSE","Think'st thou I jest? Hold, take thou that, and that."
"22865","A Comedy of Errors","7",,"OF SYRACUSE","Beating him"
"22866","A Comedy of Errors","8","2.2.28","DROMIO OF SYRACUSE","Hold, sir, for God's sake! now your jest is earnest:"
"22867","A Comedy of Errors","8","2.2.29","DROMIO OF SYRACUSE","Upon what bargain do you give it me?"
"22868","A Comedy of Errors","8","2.2.30","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22869","A Comedy of Errors","9","2.2.31","OF SYRACUSE","Because that I familiarly sometimes"
"22870","A Comedy of Errors","9","2.2.32","OF SYRACUSE","Do use you for my fool and chat with you,"
"22871","A Comedy of Errors","9","2.2.33","OF SYRACUSE","Your sauciness will jest upon my love"
"22872","A Comedy of Errors","9","2.2.34","OF SYRACUSE","And make a common of my serious hours."
"22873","A Comedy of Errors","9","2.2.35","OF SYRACUSE","When the sun shines let foolish gnats make sport,"
"22874","A Comedy of Errors","9","2.2.36","OF SYRACUSE","But creep in crannies when he hides his beams."
"22875","A Comedy of Errors","9","2.2.37","OF SYRACUSE","If you will jest with me, know my aspect,"
"22876","A Comedy of Errors","9","2.2.38","OF SYRACUSE","And fashion your demeanor to my looks,"
"22877","A Comedy of Errors","9","2.2.39","OF SYRACUSE","Or I will beat this method in your sconce."
"22878","A Comedy of Errors","10","2.2.40","DROMIO OF SYRACUSE","Sconce call you it? so you would leave battering, I"
"22879","A Comedy of Errors","10","2.2.41","DROMIO OF SYRACUSE","had rather have it a head: an you use these blows"
"22880","A Comedy of Errors","10","2.2.42","DROMIO OF SYRACUSE","long, I must get a sconce for my head and ensconce"
"22881","A Comedy of Errors","10","2.2.43","DROMIO OF SYRACUSE","it too, or else I shall seek my wit in my shoulders."
"22882","A Comedy of Errors","10","2.2.44","DROMIO OF SYRACUSE","But, I pray, sir why am I beaten?"
"22883","A Comedy of Errors","10","2.2.45","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22884","A Comedy of Errors","11","2.2.46","OF SYRACUSE","Dost thou not know?"
"22885","A Comedy of Errors","12","2.2.47","DROMIO OF SYRACUSE","Nothing, sir, but that I am beaten."
"22886","A Comedy of Errors","12","2.2.48","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22887","A Comedy of Errors","13","2.2.49","OF SYRACUSE","Shall I tell you why?"
"22888","A Comedy of Errors","14","2.2.50","DROMIO OF SYRACUSE","Ay, sir, and wherefore, for they say every why hath"
"22889","A Comedy of Errors","14","2.2.51","DROMIO OF SYRACUSE","a wherefore."
"22890","A Comedy of Errors","14","2.2.52","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22891","A Comedy of Errors","15","2.2.53","OF SYRACUSE","Why, first,--for flouting me, and then, wherefore--"
"22892","A Comedy of Errors","15","2.2.54","OF SYRACUSE","For urging it the second time to me."
"22893","A Comedy of Errors","16","2.2.55","DROMIO OF SYRACUSE","Was there ever any man thus beaten out of season,"
"22894","A Comedy of Errors","16","2.2.56","DROMIO OF SYRACUSE","When in the why and the wherefore is neither rhyme"
"22895","A Comedy of Errors","16","2.2.57","DROMIO OF SYRACUSE","nor reason?"
"22896","A Comedy of Errors","16","2.2.58","DROMIO OF SYRACUSE","Well, sir, I thank you."
"22897","A Comedy of Errors","16","2.2.59","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22898","A Comedy of Errors","17","2.2.60","OF SYRACUSE","Thank me, sir, for what?"
"22899","A Comedy of Errors","18","2.2.61","DROMIO OF SYRACUSE","Marry, sir, for this something that you gave me for nothing."
"22900","A Comedy of Errors","18","2.2.62","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22901","A Comedy of Errors","19","2.2.63","OF SYRACUSE","I'll make you amends next, to give you nothing for"
"22902","A Comedy of Errors","19","2.2.64","OF SYRACUSE","something. But say, sir, is it dinner-time?"
"22903","A Comedy of Errors","20","2.2.65","DROMIO OF SYRACUSE","No, sir, I think the meat wants that I have."
"22904","A Comedy of Errors","20","2.2.66","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22905","A Comedy of Errors","21","2.2.67","OF SYRACUSE","In good time, sir, what's that?"
"22906","A Comedy of Errors","22","2.2.68","DROMIO OF SYRACUSE","Basting."
"22907","A Comedy of Errors","22","2.2.69","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22908","A Comedy of Errors","23","2.2.70","OF SYRACUSE","Well, sir, then 'twill be dry."
"22909","A Comedy of Errors","24","2.2.71","DROMIO OF SYRACUSE","If it be, sir, I pray you, eat none of it."
"22910","A Comedy of Errors","24","2.2.72","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22911","A Comedy of Errors","25","2.2.73","OF SYRACUSE","Your reason?"
"22912","A Comedy of Errors","26","2.2.74","DROMIO OF SYRACUSE","Lest it make you choleric and purchase me another"
"22913","A Comedy of Errors","26","2.2.75","DROMIO OF SYRACUSE","dry basting."
"22914","A Comedy of Errors","26","2.2.76","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22915","A Comedy of Errors","27","2.2.77","OF SYRACUSE","Well, sir, learn to jest in good time: there's a"
"22916","A Comedy of Errors","27","2.2.78","OF SYRACUSE","time for all things."
"22917","A Comedy of Errors","28","2.2.79","DROMIO OF SYRACUSE","I durst have denied that, before you were so choleric."
"22918","A Comedy of Errors","28","2.2.80","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22919","A Comedy of Errors","29","2.2.81","OF SYRACUSE","By what rule, sir?"
"22920","A Comedy of Errors","30","2.2.82","DROMIO OF SYRACUSE","Marry, sir, by a rule as plain as the plain bald"
"22921","A Comedy of Errors","30","2.2.83","DROMIO OF SYRACUSE","pate of father Time himself."
"22922","A Comedy of Errors","30","2.2.84","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22923","A Comedy of Errors","31","2.2.85","OF SYRACUSE","Let's hear it."
"22924","A Comedy of Errors","32","2.2.86","DROMIO OF SYRACUSE","There's no time for a man to recover his hair that"
"22925","A Comedy of Errors","32","2.2.87","DROMIO OF SYRACUSE","grows bald by nature."
"22926","A Comedy of Errors","32","2.2.88","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22927","A Comedy of Errors","33","2.2.89","OF SYRACUSE","May he not do it by fine and recovery?"
"22928","A Comedy of Errors","34","2.2.90","DROMIO OF SYRACUSE","Yes, to pay a fine for a periwig and recover the"
"22929","A Comedy of Errors","34","2.2.91","DROMIO OF SYRACUSE","lost hair of another man."
"22930","A Comedy of Errors","34","2.2.92","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22931","A Comedy of Errors","35","2.2.93","OF SYRACUSE","Why is Time such a niggard of hair, being, as it is,"
"22932","A Comedy of Errors","35","2.2.94","OF SYRACUSE","so plentiful an excrement?"
"22933","A Comedy of Errors","36","2.2.95","DROMIO OF SYRACUSE","Because it is a blessing that he bestows on beasts,"
"22934","A Comedy of Errors","36","2.2.96","DROMIO OF SYRACUSE","and what he hath scanted men in hair he hath given them in wit."
"22935","A Comedy of Errors","36","2.2.97","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22936","A Comedy of Errors","37","2.2.98","OF SYRACUSE","Why, but there's many a man hath more hair than wit."
"22937","A Comedy of Errors","38","2.2.99","DROMIO OF SYRACUSE","Not a man of those but he hath the wit to lose his hair."
"22938","A Comedy of Errors","38","2.2.100","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22939","A Comedy of Errors","39","2.2.101","OF SYRACUSE","Why, thou didst conclude hairy men plain dealers without wit."
"22940","A Comedy of Errors","40","2.2.102","DROMIO OF SYRACUSE","The plainer dealer, the sooner lost: yet he loseth"
"22941","A Comedy of Errors","40","2.2.103","DROMIO OF SYRACUSE","it in a kind of jollity."
"22942","A Comedy of Errors","40","2.2.104","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22943","A Comedy of Errors","41","2.2.105","OF SYRACUSE","For what reason?"
"22944","A Comedy of Errors","42","2.2.106","DROMIO OF SYRACUSE","For two, and sound ones too."
"22945","A Comedy of Errors","42","2.2.107","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22946","A Comedy of Errors","43","2.2.108","OF SYRACUSE","Nay, not sound, I pray you."
"22947","A Comedy of Errors","44","2.2.109","DROMIO OF SYRACUSE","Sure ones, then."
"22948","A Comedy of Errors","44","2.2.110","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22949","A Comedy of Errors","45","2.2.111","OF SYRACUSE","Nay, not sure, in a thing falsing."
"22950","A Comedy of Errors","46","2.2.112","DROMIO OF SYRACUSE","Certain ones then."
"22951","A Comedy of Errors","46","2.2.113","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22952","A Comedy of Errors","47","2.2.114","OF SYRACUSE","Name them."
"22953","A Comedy of Errors","48","2.2.115","DROMIO OF SYRACUSE","The one, to save the money that he spends in"
"22954","A Comedy of Errors","48","2.2.116","DROMIO OF SYRACUSE","trimming, the other, that at dinner they should not"
"22955","A Comedy of Errors","48","2.2.117","DROMIO OF SYRACUSE","drop in his porridge."
"22956","A Comedy of Errors","48","2.2.118","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22957","A Comedy of Errors","49","2.2.119","OF SYRACUSE","You would all this time have proved there is no"
"22958","A Comedy of Errors","49","2.2.120","OF SYRACUSE","time for all things."
"22959","A Comedy of Errors","50","2.2.121","DROMIO OF SYRACUSE","Marry, and did, sir, namely, no time to recover hair"
"22960","A Comedy of Errors","50","2.2.122","DROMIO OF SYRACUSE","lost by nature."
"22961","A Comedy of Errors","50","2.2.123","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22962","A Comedy of Errors","51","2.2.124","OF SYRACUSE","But your reason was not substantial, why there is no"
"22963","A Comedy of Errors","51","2.2.125","OF SYRACUSE","time to recover."
"22964","A Comedy of Errors","52","2.2.126","DROMIO OF SYRACUSE","Thus I mend it: Time himself is bald and therefore"
"22965","A Comedy of Errors","52","2.2.127","DROMIO OF SYRACUSE","to the world's end will have bald followers."
"22966","A Comedy of Errors","52","2.2.128","DROMIO OF SYRACUSE","ANTIPHOLUS"
"22967","A Comedy of Errors","53","2.2.129","OF SYRACUSE","I knew 'twould be a bald conclusion:"
"22968","A Comedy of Errors","53","2.2.130","OF SYRACUSE","But, soft! who wafts us yonder?"
"22969","A Comedy of Errors","53",,"OF SYRACUSE","Enter ADRIANA and LUCIANA"
"22970","A Comedy of Errors","54","2.2.131","ADRIANA","Ay, ay, Antipholus, look strange and frown:"
"22971","A Comedy of Errors","54","2.2.132","ADRIANA","Some other mistress hath thy sweet aspects,"
"22972","A Comedy of Errors","54","2.2.133","ADRIANA","I am not Adriana nor thy wife."
"22973","A Comedy of Errors","54","2.2.134","ADRIANA","The time was once when thou unurged wouldst vow"
"22974","A Comedy of Errors","54","2.2.135","ADRIANA","That never words were music to thine ear,"
"22975","A Comedy of Errors","54","2.2.136","ADRIANA","That never object pleasing in thine eye,"
"22976","A Comedy of Errors","54","2.2.137","ADRIANA","That never touch well welcome to thy hand,"
"22977","A Comedy of Errors","54","2.2.138","ADRIANA","That never meat sweet-savor'd in thy taste,"
"22978","A Comedy of Errors","54","2.2.139","ADRIANA","Unless I spake, or look'd, or touch'd, or carved to thee."
"22979","A Comedy of Errors","54","2.2.140","ADRIANA","How comes it now, my husband, O, how comes it,"
"22980","A Comedy of Errors","54","2.2.141","ADRIANA","That thou art thus estranged from thyself?"
"22981","A Comedy of Errors","54","2.2.142","ADRIANA","Thyself I call it, being strange to me,"
"22982","A Comedy of Errors","54","2.2.143","ADRIANA","That, undividable, incorporate,"
"22983","A Comedy of Errors","54","2.2.144","ADRIANA","Am better than thy dear self's better part."
"22984","A Comedy of Errors","54","2.2.145","ADRIANA","Ah, do not tear away thyself from me!"
"22985","A Comedy of Errors","54","2.2.146","ADRIANA","For know, my love, as easy mayest thou fall"
"22986","A Comedy of Errors","54","2.2.147","ADRIANA","A drop of water in the breaking gulf,"
"22987","A Comedy of Errors","54","2.2.148","ADRIANA","And take unmingled that same drop again,"
"22988","A Comedy of Errors","54","2.2.149","ADRIANA","Without addition or diminishing,"
"22989","A Comedy of Errors","54","2.2.150","ADRIANA","As take from me thyself and not me too."
"22990","A Comedy of Errors","54","2.2.151","ADRIANA","How dearly would it touch me to the quick,"
"22991","A Comedy of Errors","54","2.2.152","ADRIANA","Shouldst thou but hear I were licentious"
"22992","A Comedy of Errors","54","2.2.153","ADRIANA","And that this body, consecrate to thee,"
"22993","A Comedy of Errors","54","2.2.154","ADRIANA","By ruffian lust should be contaminate!"
"22994","A Comedy of Errors","54","2.2.155","ADRIANA","Wouldst thou not spit at me and spurn at me"
"22995","A Comedy of Errors","54","2.2.156","ADRIANA","And hurl the name of husband in my face"
"22996","A Comedy of Errors","54","2.2.157","ADRIANA","And tear the stain'd skin off my harlot-brow"
"22997","A Comedy of Errors","54","2.2.158","ADRIANA","And from my false hand cut the wedding-ring"
"22998","A Comedy of Errors","54","2.2.159","ADRIANA","And break it with a deep-divorcing vow?"
"22999","A Comedy of Errors","54","2.2.160","ADRIANA","I know thou canst, and therefore see thou do it."
"23000","A Comedy of Errors","54","2.2.161","ADRIANA","I am possess'd with an adulterate blot,"
