w1,w2,count,count_w1,P(w2|w1)
mentis,integritas,1,1,1.0
integritas,",",1,1,1.0
serenissima,",",1,1,1.0
willing'st,sin,1,1,1.0
attribution,should,1,1,1.0
blesses,",",1,1,1.0
cobbled,shoes,1,1,1.0
abruptly,",",1,1,1.0
ill-tuned,repetitions,1,1,1.0
resounding,trumpets,1,1,1.0
partially,affined,1,1,1.0
stifles,her,1,1,1.0
creeks,and,1,1,1.0
lives.,--,1,1,1.0
dolt,!,1,1,1.0
neroes,",",1,1,1.0
chrysolite,",",1,1,1.0
reaps,:,1,1,1.0
ripping,up,1,1,1.0
pale-visaged,maids,1,1,1.0
thimbles,into,1,1,1.0
death.,--,1,1,1.0
carlot,once,1,1,1.0
gauntlets,change,1,1,1.0
shoulder-clapper,",",1,1,1.0
restoratives,:,1,1,1.0
deathbed,.,1,1,1.0
back-friend,",",1,1,1.0
outscold,us,1,1,1.0
unreconciled,as,1,1,1.0
relume,.,1,1,1.0
cunning'st,pattern,1,1,1.0
rattle,the,1,1,1.0
deep-mouth,'d,1,1,1.0
bare-ribb,'d,1,1,1.0
happ,'d,1,1,1.0
grievances,",",3,3,1.0
whoring,.,1,1,1.0
smell't,:,1,1,1.0
reprobation,.,1,1,1.0
recognizance,and,1,1,1.0
souse,annoyance,1,1,1.0
ember-eves,and,1,1,1.0
assuming,man,1,1,1.0
loading,of,1,1,1.0
tuft,of,4,4,1.0
wilful-opposite,",",1,1,1.0
misquote,our,1,1,1.0
temporize,with,3,3,1.0
effused,",",1,1,1.0
circumcised,dog,1,1,1.0
rigorously,effused,1,1,1.0
turban,'d,1,1,1.0
olives,here,1,1,1.0
extermined,.,1,1,1.0
heathenish,and,1,1,1.0
ensnared,my,1,1,1.0
misconceived,!,1,1,1.0
pawns,lock,1,1,1.0
gulfs,of,1,1,1.0
steep-down,gulfs,1,1,1.0
hair-brain,'d,1,1,1.0
dryfoot,well,1,1,1.0
ill-starr,'d,1,1,1.0
ice-brook,'s,1,1,1.0
whipster,gets,1,1,1.0
feebled,here,1,1,1.0
oath-breaking,",",1,1,1.0
'las,",",1,1,1.0
gastness,of,1,1,1.0
suppertime,",",1,1,1.0
mauritania,and,1,1,1.0
depute,cassio,1,1,1.0
corruptibly,",",1,1,1.0
over-shine,the,1,1,1.0
solicitation,",",1,1,1.0
expectations,and,1,1,1.0
votarist,:,2,2,1.0
taunting,letter,1,1,1.0
dwelling-house,",",1,1,1.0
suppliest,me,1,1,1.0
daffest,me,1,1,1.0
dealest,justly,1,1,1.0
trimm,'d,9,9,1.0
divorcement,--,1,1,1.0
assaileth,him,1,1,1.0
seamy,side,1,1,1.0
whi,ch,1,1,1.0
ch,",",1,1,1.0
meeds,",",1,1,1.0
bewhored,her,1,1,1.0
small'st,opinion,1,1,1.0
cital,of,1,1,1.0
elbow-room,",",1,1,1.0
crumble,up,1,1,1.0
extracted,from,1,1,1.0
sere,",",2,2,1.0
ill-faced,",",1,1,1.0
badly,",",1,1,1.0
bodied,",",1,1,1.0
redness,in,1,1,1.0
goodwin,sands,2,2,1.0
riper,and,1,1,1.0
possesseth,me,1,1,1.0
unthread,the,1,1,1.0
retaining,but,1,1,1.0
resolveth,from,1,1,1.0
lust-stain,'d,1,1,1.0
day-wearied,sun,1,1,1.0
stigmatical,in,1,1,1.0
unblest,fate,1,1,1.0
fair-shining,suns,1,1,1.0
he.,--,1,1,1.0
bobb,'d,2,2,1.0
quat,almost,1,1,1.0
cabby,run,1,1,1.0
stepp,'d,7,7,1.0
joint-ring,",",1,1,1.0
undo't,when,1,1,1.0
omittance,is,1,1,1.0
tattering,colours,1,1,1.0
next.,--,1,1,1.0
everywhere,",",2,2,1.0
'willow,",",1,1,1.0
unpin,me,2,2,1.0
holy-ales,",",1,1,1.0
outlook,conquest,1,1,1.0
finny,subject,1,1,1.0
proud-swelling,state,1,1,1.0
confirmer,of,1,1,1.0
benign,lord,1,1,1.0
puisny,tilter,1,1,1.0
advisedly,.,2,2,1.0
tilter,",",2,2,1.0
favourers,",",1,1,1.0
spoon-meat,",",1,1,1.0
embounded,in,1,1,1.0
scamble,and,1,1,1.0
prosperities,so,1,1,1.0
unowed,interest,1,1,1.0
nousle,up,1,1,1.0
steeped,in,1,1,1.0
bonum,quo,1,1,1.0
bare-pick,'d,1,1,1.0
snarleth,in,1,1,1.0
feedeth,those,1,1,1.0
sick-fall'n,beast,1,1,1.0
jetted,and,1,1,1.0
wondered,at,1,1,1.0
relating,tales,1,1,1.0
cincture,can,1,1,1.0
morris-pike,.,1,1,1.0
injure,thee,1,1,1.0
frail'st,and,1,1,1.0
unlicensed,of,1,1,1.0
mite,",",1,1,1.0
toasting-iron,",",1,1,1.0
speken,can,1,1,1.0
killen,bad,1,1,1.0
belfry,.,1,1,1.0
mouthful,:,1,1,1.0
bestained,cloak,1,1,1.0
precious-princely,for,1,1,1.0
tumbles,",",1,1,1.0
considerations,infinite,1,1,1.0
a-land,",",2,2,1.0
bloodiest,shame,1,1,1.0
bounced,and,1,1,1.0
porpus,how,1,1,1.0
wanion,.,1,1,1.0
stirrest,now,1,1,1.0
patch-breech,",",1,1,1.0
pilch,!,1,1,1.0
cherry-stone,",",1,1,1.0
unbegotten,sin,1,1,1.0
bloodshed,but,1,1,1.0
horse-stealer,",",1,1,1.0
escapen,but,1,1,1.0
pelf,",",2,2,1.0
perishen,of,1,1,1.0
tost,:,1,1,1.0
supping,?,1,1,1.0
goblet,or,1,1,1.0
'was,',1,1,1.0
mistemper,'d,2,2,1.0
deluded,you,1,1,1.0
convertite,",",1,1,1.0
misinterpreting,",",1,1,1.0
copp,'d,1,1,1.0
widow-maker,!,1,1,1.0
clippeth,thee,1,1,1.0
danceth,at,1,1,1.0
unneighbourly,!,1,1,1.0
silverly,doth,1,1,1.0
homicides,:,1,1,1.0
catechism,.,2,2,1.0
metropolis,and,1,1,1.0
warranteth,by,1,1,1.0
martyrs,",",1,1,1.0
entame,my,1,1,1.0
enticeth,thee,1,1,1.0
death-like,dragons,1,1,1.0
well-acquainted,friend,1,1,1.0
ill-favour,'d,3,3,1.0
half-conquer,'d,1,1,1.0
barrels,of,1,1,1.0
marriage-pleasures,play-fellow,1,1,1.0
faggots,",",1,1,1.0
'vive,le,1,1,1.0
scoffer,.,1,1,1.0
melius,.,1,1,1.0
eo,melius,1,1,1.0
antiquius,",",1,1,1.0
him.,--,1,1,1.0
perusing,o'er,1,1,1.0
reprovest,me,1,1,1.0
'od,'s,4,4,1.0
hurries,up,1,1,1.0
'rests,them,1,1,1.0
threatener,and,1,1,1.0
bass-viol,",",1,1,1.0
glister,like,1,1,1.0
intendeth,to,1,1,1.0
minister'st,a,1,1,1.0
new-apparelled,?,1,1,1.0
inglorious,league,1,1,1.0
o'erspread,the,1,1,1.0
invasive,?,1,1,1.0
after-nourishment,and,1,1,1.0
mis-dread,",",1,1,1.0
us.,--,1,1,1.0
'prince,pericles,1,1,1.0
preciseness,come,1,1,1.0
well-experienced,archer,1,1,1.0
cocker,'d,1,1,1.0
exult,",",2,2,1.0
lapland,sorcerers,1,1,1.0
defiling,of,1,1,1.0
claspings,with,1,1,1.0
hardest-timber,'d,1,1,1.0
befit,our,1,1,1.0
sale-work,.,1,1,1.0
smell'st,so,1,1,1.0
cherubin,",",1,1,1.0
rose-lipp,'d,1,1,1.0
filches,from,1,1,1.0
keep't,unknown,1,1,1.0
leave't,undone,1,1,1.0
self-bounty,",",1,1,1.0
franker,spirit,1,1,1.0
inference,.,1,1,1.0
unscorch,'d,1,1,1.0
exsufflicate,and,1,1,1.0
suspicions,?,1,1,1.0
fineless,is,1,1,1.0
glared,upon,1,1,1.0
enriches,him,1,1,1.0
annoying,me,1,1,1.0
imperfectly,conceits,1,1,1.0
parched,lips,1,1,1.0
noon-day,upon,1,1,1.0
law-days,and,1,1,1.0
leets,and,1,1,1.0
whereinto,foul,1,1,1.0
cock-pigeon,over,1,1,1.0
shot-free,at,1,1,1.0
delations,",",1,1,1.0
strange-disposed,time,1,1,1.0
weigh'st,thy,1,1,1.0
scoring,but,1,1,1.0
'indeed,!,1,1,1.0
likedst,not,1,1,1.0
incenses,them,1,1,1.0
fared,our,1,1,1.0
'will,you,3,3,1.0
recoiling,to,1,1,1.0
spirit-stirring,drum,1,1,1.0
chapped,hands,1,1,1.0
yielder,",",1,1,1.0
tranquil,mind,1,1,1.0
pioners,and,1,1,1.0
coroners,of,1,1,1.0
'hero,of,1,1,1.0
owedst,yesterday,1,1,1.0
poppy,",",1,1,1.0
palmer,'s,2,2,1.0
acknown,on,1,1,1.0
foamed,at,1,1,1.0
tag-rag,people,1,1,1.0
reserves,it,1,1,1.0
sestos,.,1,1,1.0
unfinish,'d,3,3,1.0
saturdays,and,1,1,1.0
unshunnable,",",1,1,1.0
prerogatived,are,1,1,1.0
plighted,faith,2,2,1.0
chamberers,have,1,1,1.0
heartstrings,",",1,1,1.0
jesses,were,1,1,1.0
semblably,furnish,1,1,1.0
self-wrong,",",1,1,1.0
discern'st,thou,1,1,1.0
difficult,weight,1,1,1.0
submitting,me,1,1,1.0
armadoes,of,1,1,1.0
symbols,of,1,1,1.0
sapphires,",",1,1,1.0
praetor,'s,1,1,1.0
carbuncles,",",2,2,1.0
probal,to,1,1,1.0
break-promise,and,1,1,1.0
alchemy,",",1,1,1.0
embellished,with,1,1,1.0
denotement,of,1,1,1.0
unfaithful,:,1,1,1.0
unblessed,and,1,1,1.0
examines,all,1,1,1.0
befallen,",",1,1,1.0
moraler,:,1,1,1.0
climber-upward,turns,1,1,1.0
attains,the,1,1,1.0
unperfectness,shows,1,1,1.0
upmost,round,1,1,1.0
squabble,?,1,1,1.0
offenceless,dog,1,1,1.0
burneth,in,2,2,1.0
easy-held,imprisonment,1,1,1.0
whizzing,in,1,1,1.0
love-prate,:,1,1,1.0
outran,my,1,1,1.0
enfetter,'d,1,1,1.0
'wit,",",1,1,1.0
nourishing,dishes,1,1,1.0
honourable-dangerous,consequence,1,1,1.0
dispraisingly,",",1,1,1.0
mammering,on,1,1,1.0
hyen,",",1,1,1.0
shall't,be,3,3,1.0
gliding,ghosts,1,1,1.0
reconciliation,take,1,1,1.0
guilty-like,",",1,1,1.0
ragamuffins,where,1,1,1.0
preformed,faculties,1,1,1.0
polite,distance,1,1,1.0
diviner,",",1,1,1.0
fortification,",",1,1,1.0
waywarder,:,1,1,1.0
netherlands,?,1,1,1.0
affinity,",",1,1,1.0
airless,dungeon,1,1,1.0
key-hole,",",1,1,1.0
wind-instrument,that,1,1,1.0
wind-instruments,?,1,1,1.0
ballast,at,1,1,1.0
caracks,to,1,1,1.0
fleering,tell-tale,1,1,1.0
does't,not,2,2,1.0
noblest-minded,romans,1,1,1.0
enmesh,them,1,1,1.0
ear-piercing,fife,1,1,1.0
persia,",",1,1,1.0
ocular,proof,1,1,1.0
heart-whole,.,1,1,1.0
unbookish,jealousy,1,1,1.0
fleers,",",1,1,1.0
encave,yourself,1,1,1.0
tradesman,'s,1,1,1.0
unsuiting,such,1,1,1.0
o'erwhelmed,with,1,1,1.0
arch-mock,",",1,1,1.0
clear-shining,sky,1,1,1.0
unproper,beds,1,1,1.0
chimney-tops,",",1,1,1.0
epilepsy,:,1,1,1.0
racking,clouds,1,1,1.0
confess.,--,1,1,1.0
balsamum,and,1,1,1.0
intermit,the,1,1,1.0
convinced,or,1,1,1.0
apparently,.,1,1,1.0
long-imprison,'d,1,1,1.0
protectress,of,1,1,1.0
bestow't,on,1,1,1.0
venial,slip,1,1,1.0
extinguish,art,1,1,1.0
unauthorized,kiss,1,1,1.0
circumstanced,.,1,1,1.0
guesses,in,1,1,1.0
bianco,'s,2,2,1.0
cobble,you,1,1,1.0
fearfulness,.,1,1,1.0
scored,me,1,1,1.0
unreprievable,condemned,1,1,1.0
scalded,with,1,1,1.0
garner,'d,1,1,1.0
unmoving,finger,1,1,1.0
rumination,wraps,1,1,1.0
bachelorship,.,1,1,1.0
procreants,alone,1,1,1.0
wraps,me,1,1,1.0
new-create,this,1,1,1.0
dowsabel,did,1,1,1.0
cyprus.,--,1,1,1.0
well-painted,passion,1,1,1.0
yorks,he,1,1,1.0
deputing,cassio,1,1,1.0
sinewed,to,1,1,1.0
tapestry,",",3,3,1.0
unprovide,my,1,1,1.0
beforehand,with,1,1,1.0
a-killing,.,1,1,1.0
waftage,.,2,2,1.0
mender,of,1,1,1.0
lolls,",",1,1,1.0
venetians,",",1,1,1.0
sea-bank,with,1,1,1.0
thousandth,part,2,2,1.0
surmount,",",1,1,1.0
disburse,the,1,1,1.0
accumulate,",",1,1,1.0
protester,",",1,1,1.0
gusty,day,1,1,1.0
chafing,with,1,1,1.0
'darest,thou,1,1,1.0
fruitfulness,and,1,1,1.0
prancing,to,1,1,1.0
crusadoes,:,1,1,1.0
stemming,it,1,1,1.0
videlicit,",",1,1,1.0
camps,.,5,5,1.0
love-cause,.,1,1,1.0
propontic,and,1,1,1.0
applauses,are,1,1,1.0
crossest,me,1,1,1.0
pontic,sea,1,1,1.0
aspics,',1,1,1.0
underlings,.,1,1,1.0
thicken,other,1,1,1.0
denoted,a,1,1,1.0
'cursed,fate,1,1,1.0
sleek-headed,men,1,1,1.0
fatter,!,1,1,1.0
a-shouting,.,1,1,1.0
supervisor,",",1,1,1.0
suffocating,streams,1,1,1.0
begrimed,and,1,1,1.0
castigation,",",1,1,1.0
laugher,",",1,1,1.0
state-matters,",",1,1,1.0
carat,",",1,1,1.0
indicted,falsely,1,1,1.0
arraigning,his,1,1,1.0
horn-maker,",",1,1,1.0
demonstrable,here,1,1,1.0
unhatch,'d,1,1,1.0
advocation,is,1,1,1.0
thrice-gentle,cassio,1,1,1.0
gravelled,for,1,1,1.0
futurity,",",1,1,1.0
minotaurs,and,1,1,1.0
debted,to,1,1,1.0
shriller,than,1,1,1.0
fetch't,",",1,1,1.0
startingly,and,1,1,1.0
veritable,",",1,1,1.0
ides,of,7,7,1.0
conserved,of,1,1,1.0
chargeful,fashion,1,1,1.0
fineness,of,3,3,1.0
conceptions,only,1,1,1.0
compasses,",",1,1,1.0
cogitations,.,1,1,1.0
lose't,or,1,1,1.0
cleanliest,shift,1,1,1.0
charmer,",",1,1,1.0
ship-boy,'s,1,1,1.0
exteriorly,",",1,1,1.0
south-sea,of,1,1,1.0
taxed,their,1,1,1.0
caterpillar,",",1,1,1.0
staleness,.,1,1,1.0
abuts,against,1,1,1.0
alchemist,",",2,2,1.0
splendor,of,2,2,1.0
cloddy,earth,1,1,1.0
deafen,'d,1,1,1.0
life-preserving,rest,1,1,1.0
prodigiously,be,1,1,1.0
seamen,fear,1,1,1.0
honouring,of,1,1,1.0
valueless,:,1,1,1.0
reclined,on,1,1,1.0
inhospitable,cleon,1,1,1.0
distemperatures,and,1,1,1.0
betroth,'d,8,8,1.0
ungodly,day,1,1,1.0
lymoges,!,1,1,1.0
soothest,up,1,1,1.0
rubied,cherry,1,1,1.0
cold-blooded,slave,1,1,1.0
dumbs,",",1,1,1.0
fores,?,1,1,1.0
half-pence,are,1,1,1.0
deputies,of,1,1,1.0
'rosalind,',1,1,1.0
phillip,",",1,1,1.0
forsaketh,yet,1,1,1.0
under-bear,.,1,1,1.0
adulterates,hourly,1,1,1.0
peised,well,1,1,1.0
vile-drawing,bias,1,1,1.0
indifferency,",",1,1,1.0
all-changing,word,1,1,1.0
vile-concluded,peace,1,1,1.0
beget'st,him,1,1,1.0
vacation,",",1,1,1.0
unattempted,yet,1,1,1.0
raileth,on,1,1,1.0
misspoke,",",1,1,1.0
troubler,of,2,2,1.0
misheard,:,1,1,1.0
falseness,can,1,1,1.0
reporting,.,2,2,1.0
husbandless,",",1,1,1.0
fringe,upon,1,1,1.0
starves,the,1,1,1.0
confirmers,of,1,1,1.0
silver-voiced,",",1,1,1.0
wand-like,straight,1,1,1.0
assaying,it,1,1,1.0
country-woman,?,1,1,1.0
glows,upon,1,1,1.0
equivalent,with,1,1,1.0
half-blown,rose,1,1,1.0
langton,",",1,1,1.0
professest,",",1,1,1.0
hinderd,by,1,1,1.0
to-bless,your,1,1,1.0
fruition,of,1,1,1.0
love-shaked,:,1,1,1.0
linked,together,1,1,1.0
o'er-ruled,by,1,1,1.0
priapus,",",1,1,1.0
rutting,for,1,1,1.0
vestals,sing,1,1,1.0
preached,there,1,1,1.0
deep-sworn,faith,1,1,1.0
over-stain,'d,1,1,1.0
birth-child,on,1,1,1.0
pencil,",",2,2,1.0
hulk,against,1,1,1.0
embarks,.,1,1,1.0
o'ershower,'d,1,1,1.0
biggest,tears,1,1,1.0
departs,.,1,1,1.0
sackcloth,",",2,2,1.0
motes,and,1,1,1.0
well-sailing,ships,1,1,1.0
gaps,to,1,1,1.0
corrivals,and,1,1,1.0
cockles,",",1,1,1.0
unbanded,",",1,1,1.0
unbuttoned,",",1,1,1.0
virginities,?,1,1,1.0
resorters,stand,1,1,1.0
receptacles,",",1,1,1.0
telamonius,",",1,1,1.0
inquiring,for,1,1,1.0
coistrel,that,1,1,1.0
doorkeeper,to,1,1,1.0
pained'st,fiend,1,1,1.0
odes,upon,1,1,1.0
women-kind,?,1,1,1.0
full-replete,with,1,1,1.0
ploughed,.,1,1,1.0
thornier,piece,1,1,1.0
malleable,.,1,1,1.0
sells,pardon,1,1,1.0
snowball,",",1,1,1.0
hawthorns,and,1,1,1.0
brambles,",",1,1,1.0
door-keeper,!,1,1,1.0
arch-heretic,",",1,1,1.0
deifying,the,1,1,1.0
disjoining,hands,1,1,1.0
untrimmed,bride,1,1,1.0
herb-woman,",",1,1,1.0
quick-raised,power,1,1,1.0
fancy-monger,i,1,1,1.0
name't,but,1,1,1.0
principle,",",1,1,1.0
preface,of,1,1,1.0
argentine,",",1,1,1.0
eftsoons,i,1,1,1.0
tennis-court,",",1,1,1.0
springing,from,1,1,1.0
fiercely,fought,1,1,1.0
roundure,of,1,1,1.0
old-faced,walls,1,1,1.0
ramm,'d,1,1,1.0
propositions,of,1,1,1.0
intitle,patience,1,1,1.0
pathway,to,1,1,1.0
breathest,",",1,1,1.0
self-mould,",",1,1,1.0
well-born,bloods,1,1,1.0
chevaliers,!,1,1,1.0
ox-head,to,1,1,1.0
regiments,.,1,1,1.0
pageantry,",",1,1,1.0
alarms,.,1,1,1.0
nicks,him,1,1,1.0
unminded,outlaw,1,1,1.0
silver-bright,",",1,1,1.0
scissors,nicks,1,1,1.0
purpled,hands,2,2,1.0
lambert,'s,1,1,1.0
'holla,',1,1,1.0
out-dared,dastard,1,1,1.0
beggar-fear,impeach,1,1,1.0
ten-times-barr'd-up,chest,1,1,1.0
unseasonably,.,1,1,1.0
boundeth,where,1,1,1.0
unvex,'d,1,1,1.0
chargeth,them,1,1,1.0
untrodden,stones,1,1,1.0
rival-hating,envy,1,1,1.0
sky-aspiring,and,1,1,1.0
eagle-winged,pride,1,1,1.0
fostered,",",1,1,1.0
endamagement,:,1,1,1.0
spears,",",1,1,1.0
stammer,",",1,1,1.0
confronts,your,1,1,1.0
uncontroll,'d,1,1,1.0
dishabited,",",1,1,1.0
amazing,thunder,1,1,1.0
sancta,majestas,1,1,1.0
unscratch,'d,1,1,1.0
regenerate,",",1,1,1.0
perplexed,with,1,1,1.0
forwearied,in,1,1,1.0
daring-hardy,as,1,1,1.0
appeals,me,1,1,1.0
majestas,",",1,1,1.0
down-trodden,equity,1,1,1.0
greens,before,1,1,1.0
heady-rash,",",1,1,1.0
confesseth,to,1,1,1.0
gargantua,'s,1,1,1.0
sprightfully,and,1,1,1.0
preaches,patience,1,1,1.0
leopards,tame,1,1,1.0
withstood,:,1,1,1.0
incessantly,upon,1,1,1.0
bindeth,us,1,1,1.0
fast-closed,gates,1,1,1.0
attorneyship,",",1,1,1.0
high-stomach,'d,1,1,1.0
puppy-dogs,!,1,1,1.0
bounce,",",1,1,1.0
time-honour,'d,1,1,1.0
untold,:,1,1,1.0
bethump,'d,1,1,1.0
market-men,for,1,1,1.0
unsured,assurance,1,1,1.0
fair-betrothed,of,1,1,1.0
night-oblations,to,1,1,1.0
bareheaded,",",2,2,1.0
re-lives,?,1,1,1.0
infixed,i,1,1,1.0
gout,",",3,3,1.0
volquessen,",",1,1,1.0
appearer,",",1,1,1.0
purpose-changer,",",1,1,1.0
maid-child,call,1,1,1.0
break-vow,",",1,1,1.0
priestess,",",1,1,1.0
'maid,",",1,1,1.0
cheats,the,1,1,1.0
unfenced,desolation,1,1,1.0
inhabitable,",",1,1,1.0
make-peace,shall,1,1,1.0
soul-fearing,clamours,1,1,1.0
just-borne,arms,1,1,1.0
gracing,the,1,1,1.0
wrath-kindled,gentlemen,1,1,1.0
undetermined,differences,1,1,1.0
pails,of,1,1,1.0
potents,",",1,1,1.0
appeall,'d,1,1,1.0
christened,.,1,1,1.0
strong-barr,'d,1,1,1.0
scroyles,of,1,1,1.0
a-row,and,1,1,1.0
firmness,of,1,1,1.0
unstooping,firmness,1,1,1.0
nearness,to,2,2,1.0
soars,!,1,1,1.0
caverns,of,1,1,1.0
presences,be,1,1,1.0
soon-believing,adversaries,1,1,1.0
boroughs,",",1,1,1.0
goldsmiths,',1,1,1.0
complotted,and,1,1,1.0
bridges,",",2,2,1.0
lanes,",",2,2,1.0
chivalrous,design,1,1,1.0
conned,them,1,1,1.0
blurted,at,1,1,1.0
demonstrating,a,1,1,1.0
orderless,",",1,1,1.0
stunk,",",1,1,1.0
perdie,",",1,1,1.0
y-slaked,hath,1,1,1.0
fosters,it,1,1,1.0
myself.,--,1,1,1.0
extends,",",1,1,1.0
mercy-lacking,uses,1,1,1.0
strictly,tied,1,1,1.0
liegemen,to,2,2,1.0
enjoineth,us,1,1,1.0
long'd-for,change,1,1,1.0
rainbow,",",3,3,1.0
repeating,troublesome,1,1,1.0
shrivell,'d,1,1,1.0
hoisted,sail,2,2,1.0
furnace-burning,heart,1,1,1.0
horn-beasts,.,1,1,1.0
ourage,!,1,1,1.0
excusing,of,1,1,1.0
incivility,confirms,1,1,1.0
indue,you,1,1,1.0
standing-bowl,of,1,1,1.0
'beware,the,1,1,1.0
doin,g,1,1,1.0
finem,",",1,1,1.0
articulate,",",2,2,1.0
'respice,finem,1,1,1.0
o'er-fed,breast,1,1,1.0
repentent,ashes,1,1,1.0
crouches,fore,1,1,1.0
fore,the,1,1,1.0
blustrous,birth,1,1,1.0
topful,of,1,1,1.0
unvanquish,'d,1,1,1.0
sufferances,that,1,1,1.0
stormest,venomously,1,1,1.0
deafening,",",1,1,1.0
sea-tost,pericles,1,1,1.0
dispiteous,torture,1,1,1.0
kitchen-vestal,scorn,1,1,1.0
handercher,about,1,1,1.0
disgorges,such,1,1,1.0
varies,again,1,1,1.0
certes,",",4,4,1.0
kitchen-maid,rail,1,1,1.0
y-ravished,the,1,1,1.0
stubborn-hard,than,1,1,1.0
dooms,",",1,1,1.0
boisterous-rough,?,1,1,1.0
sluttishness,may,1,1,1.0
stone-still,.,1,1,1.0
dern,and,1,1,1.0
eche,:,1,1,1.0
drouth,.,1,1,1.0
blither,for,1,1,1.0
revile,me,1,1,1.0
market-crosses,",",1,1,1.0
fantasied,",",1,1,1.0
glads,our,1,1,1.0
invasion,!,1,1,1.0
vita,mihi,1,1,1.0
tua,vita,1,1,1.0
'lux,tua,1,1,1.0
panel,and,1,1,1.0
sprightful,noble,1,1,1.0
renowns,if,1,1,1.0
reception,of,1,1,1.0
vails,.,1,1,1.0
condolements,",",1,1,1.0
seams,of,1,1,1.0
treacherously,hast,1,1,1.0
active-valiant,or,1,1,1.0
embattailed,and,1,1,1.0
twixt,me,1,1,1.0
valiant-young,",",1,1,1.0
'keep,it,1,1,1.0
unwash,'d,1,1,1.0
endeared,to,2,2,1.0
tourney,for,2,2,1.0
craver,too,1,1,1.0
flap-jacks,",",1,1,1.0
moreo'er,puddings,1,1,1.0
fasting-days,",",1,1,1.0
quoth-a,?,1,1,1.0
fleshly,land,1,1,1.0
mihi,.,1,1,1.0
'piu,por,1,1,1.0
framing,an,1,1,1.0
dulzura,que,1,1,1.0
title-page,",",1,1,1.0
what-ye-call't,:,1,1,1.0
vivo,.,1,1,1.0
changelings,and,1,1,1.0
spe,vivo,1,1,1.0
hac,spe,1,1,1.0
harsh-sounding,rhymes,1,1,1.0
fides,.,1,1,1.0
spectanda,fides,1,1,1.0
'sic,spectanda,1,1,1.0
heats,me,1,1,1.0
extinguit,.,1,1,1.0
water-colours,to,1,1,1.0
alit,",",1,1,1.0
impaint,his,1,1,1.0
'quod,me,1,1,1.0
apex,.,1,1,1.0
provexit,apex,1,1,1.0
new-enkindled,fire,1,1,1.0
pompae,provexit,1,1,1.0
starving,for,1,1,1.0
pellmell,havoc,1,1,1.0
wainscot,",",1,1,1.0
fuerza,.,1,1,1.0
foreigners,affright,1,1,1.0
rudeliest,welcome,1,1,1.0
goodwill,you,1,1,1.0
fresh-new,sea-farer,1,1,1.0
wenchless,.,1,1,1.0
valdes,",",1,1,1.0
roguing,thieves,1,1,1.0
jeopardy,.,1,1,1.0
hovers,in,1,1,1.0
imply,her,1,1,1.0
monastic,.,1,1,1.0
'ha,!,1,1,1.0
canvas-climber,.,1,1,1.0
ladder-tackle,washes,1,1,1.0
clasping,to,1,1,1.0
haling,ropes,1,1,1.0
westerly,that,1,1,1.0
abbots,",",1,1,1.0
sorrowing,:,1,1,1.0
whirring,me,1,1,1.0
summer-days,do,1,1,1.0
marigolds,",",1,1,1.0
blues,",",1,1,1.0
yellows,",",2,2,1.0
sea-shore,.,1,1,1.0
heavy-thick,",",1,1,1.0
curlish,knot,1,1,1.0
brooded,watchful,1,1,1.0
adjunct,to,2,2,1.0
all-abhorred,war,1,1,1.0
dearest-valued,blood,1,1,1.0
monstrously,to,1,1,1.0
contends,in,1,1,1.0
swirl,asunder,1,1,1.0
point-device,in,1,1,1.0
lewdly-inclined,.,1,1,1.0
sojourner,we,1,1,1.0
bargained,for,1,1,1.0
scorched,veins,1,1,1.0
apter,to,1,1,1.0
new-burn,'d,1,1,1.0
veroles,?,1,1,1.0
cowers,i,1,1,1.0
watered,",",1,1,1.0
hearkened,to,1,1,1.0
listened,to,1,1,1.0
bowed,as,1,1,1.0
sapling,",",3,3,1.0
calfs-skin,stop,1,1,1.0
braying,trumpets,1,1,1.0
forethought,by,1,1,1.0
upholdeth,him,1,1,1.0
denounce,a,1,1,1.0
hatched,.,1,1,1.0
clock-setter,",",1,1,1.0
chequins,were,1,1,1.0
busky,hill,1,1,1.0
pooped,him,1,1,1.0
transylvanian,is,1,1,1.0
convicted,sail,1,1,1.0
night-bird,mute,1,1,1.0
sea-farer,",",1,1,1.0
twice-told,tale,1,1,1.0
vegetives,",",1,1,1.0
'poetical,',1,1,1.0
immortality,attends,1,1,1.0
all-to,topple,1,1,1.0
principals,did,1,1,1.0
boisterously,maintain,1,1,1.0
'pothecary,",",2,2,1.0
rope-maker,bear,1,1,1.0
steeps,his,1,1,1.0
possibility,of,2,2,1.0
customed,event,1,1,1.0
doncaster,",",2,2,1.0
coveting,for,1,1,1.0
abortives,",",1,1,1.0
denouncing,vengeance,1,1,1.0
priestly,farewell,1,1,1.0
prisonment,.,1,1,1.0
shells,.,1,1,1.0
belching,whale,2,2,1.0
hard-favoured,",",2,2,1.0
e'er-remaining,lamps,1,1,1.0
unfriendly,elements,1,1,1.0
ransacking,the,1,1,1.0
sea-room,",",1,1,1.0
bolins,there,1,1,1.0
vexing,the,1,1,1.0
widow-comfort,",",1,1,1.0
hurting,it,1,1,1.0
belches,upon,1,1,1.0
sleided,silk,1,1,1.0
exhaled,meteor,1,1,1.0
weaved,the,1,1,1.0
marriage-rite,",",1,1,1.0
fast-growing,scene,1,1,1.0
produces,reason,1,1,1.0
lag-end,of,1,1,1.0
gentlest,winds,1,1,1.0
unscissor,'d,1,1,1.0
