ngram,count
", bourbon",2
"brabant ,",2
", rambures",2
", vaudemont",2
suffrages :,2
your suffrages,2
"roussi ,",2
"foix ,",2
great princes,2
", barons",2
now quit,2
whose low,2
and steel,2
english are,2
les ongles,2
than do,2
helps to,2
were convenient,2
may awake,2
gage of,2
their creatures,2
glove :,2
you english,2
crowns to,2
children and,2
o dionyza,2
hard condition,2
with greatness,2
but felt,2
whiles a,2
thy sorrows,2
in tyre,2
as friends,2
awe and,2
happy being,2
being fear,2
thou oft,2
cure !,2
tyre !,2
it give,2
that find,2
the balm,2
the ball,2
"ball ,",2
comfort them,2
's feather,2
face with,2
and private,2
that sent,2
hollow eyes,2
they purpose,2
to lengthen,2
and contrived,2
contrived murder,2
seals of,2
"bulwark ,",2
ready now,2
too curious,2
gentle bosom,2
from god,2
exercise :,2
starved for,2
's laws,2
's quarrel,2
life away,2
they perish,2
", earth",2
who but,2
visited .,2
's duty,2
wars do,2
and dying,2
to trim,2
us fight,2
you pay,2
the mace,2
crown imperial,2
and pearl,2
our armour,2
! les,2
which thyself,2
which love,2
enter constable,2
were shed,2
weep our,2
the covering,2
fear so,2
work enough,2
hark in,2
gallants shall,2
to subjects,2
and sheathe,2
of sport,2
"propagate ,",2
to antioch,2
's basis,2
speak'st like,2
for idle,2
little little,2
to mount,2
shall couch,2
know'st i,2
are let,2
the plants,2
how durst,2
their hand,2
brave spirit,2
thy errand,2
that beats,2
relieve them,2
and escanes,2
helicanus and,2
! hush,2
rise to,2
doth rise,2
kill king,2
this truth,2
winding up,2
had and,2
'll dispose,2
my travel,2
best advantages,2
your nobles,2
to tarsus,2
our birth,2
being and,2
steel my,2
possess them,2
of reckoning,2
not to-day,2
absence ?,2
in compassing,2
wrong my,2
serves not,2
anger be,2
toward heaven,2
and solemn,2
your rule,2
sorrows which,2
beef .,2
cold fear,2
morrow with,2
and countrymen,2
hath cast,2
sea hath,2
substance that,2
a substance,2
army hath,2
stars of,2
sea-side .,2
text .,2
be next,2
him glad,2
a largess,2
"pelf ,",2
sent about,2
shall much,2
and ragged,2
coast is,2
of agincourt,2
things by,2
camp at,2
should our,2
some soul,2
in things,2
longer for,2
in tarsus,2
our end,2
we gather,2
to shore,2
me breath,2
ensuing death,2
to tent,2
have only,2
by ten,2
the hum,2
the fixed,2
simonides !,2
's watch,2
watch :,2
'd face,2
pretty moral,2
"steeple ,",2
's dull,2
dull ear,2
dreadful note,2
preparation :,2
so fitly,2
and secure,2
in soul,2
the confident,2
confident and,2
"a-land ,",2
be washed,2
"sacrifices ,",2
's danger,2
cheeks and,2
this ruin,2
watch to,2
from tent,2
enter erpingham,2
white head,2
"organs ,",2
john bates,2
heavy load,2
the approach,2
approach of,2
under what,2
commander and,2
estate ?,2
he craves,2
ground 's,2
they what,2
should possess,2
means most,2
wish himself,2
their white,2
minds :,2
should seek,2
us down,2
cause be,2
those legs,2
chopped off,2
together at,2
' some,2
the debts,2
comes but,2
never comes,2
when blood,2
a portly,2
led them,2
"bates ,",2
much care,2
dead before,2
appear a,2
and newly,2
pericles shows,2
slough and,2
thomas .,2
with cleon,2
would no,2
build his,2
cheerfully .,2
or art,2
thinks all,2
le roy,2
welshman .,2
saint davy,2
davy 's,2
he knock,2
with unthankfulness,2
for reverence,2
speak lower,2
gods of,2
universal world,2
wars of,2
in pompey,2
", expecting",2
cares of,2
the forms,2
is loud,2
coxcomb ?,2
ongles ?,2
"oppress ,",2
lieutenant !,2
the signs,2
's safety,2
must so,2
most shall,2
with warrant,2
mercy give,2
as us,2
. wife,2
glorious .,2
god so,2
good clothes,2
our puissance,2
has she,2
straight in,2
war advance,2
fetch 'd,2
virgin ?,2
me bring,2
and marina,2
be blithe,2
some pretty,2
to arthur,2
old ?,2
end and,2
went away,2
been any,2
between twelve,2
worms .,2
tide :,2
his peers,2
his coffers,2
have conspired,2
o'er myself,2
shouldst do,2
unless to,2
some do,2
that englishman,2
have most,2
: seem,2
in spirit,2
but repair,2
garnish 'd,2
a caper,2
the hams,2
seem :,2
thus thy,2
description .,2
their faults,2
open :,2
their practises,2
inclination of,2
prithee tell,2
cried her,2
repent my,2
admit it,2
effect what,2
i intended,2
"rejoice ,",2
fare well,2
faithful subject,2
for after,2
market ?,2
i search,2
most redoubted,2
"defences ,",2
be maintain,2
in expectation,2
expectation .,2
almost burst,2
endured a,2
"ropes ,",2
a vain,2
", giddy",2
o peace,2
question your,2
state he,2
", leonine",2
that excellent,2
delicate .,2
in cases,2
to weigh,2
are fill,2
bereave you,2
him hath,2
your flowers,2
chance my,2
do last,2
was struck,2
our princes,2
that black,2
"yellows ,",2
arm us,2
and neglected,2
prosper .,2
fatal and,2
sack .,2
", handle",2
lost too,2
the whore,2
"narrowly ,",2
enter pandar,2
gone that,2
perhaps they,2
my chattels,2
trust none,2
her aboard,2
duck :,2
you between,2
very blood,2
berri and,2
us concerns,2
of brabant,2
make forth,2
any living,2
repair our,2
as waters,2
waters to,2
of ear,2
are quick,2
as fear,2
fear may,2
left by,2
spit .,2
a paragon,2
strew thy,2
"sackcloth ,",2
at betting,2
betting ?,2
base is,2
"sweet'st ,",2
"thrust ,",2
the epitaph,2
and liquor,2
likewise will,2
and nym,2
shot through,2
this borrow,2
may suffer,2
quickly to,2
on sackcloth,2
voice in,2
bad humours,2
some humours,2
'll reconcile,2
a council-chamber,2
first is,2
grow on,2
themselves !,2
"sat ,",2
they intend,2
they dream,2
gracious favours,2
advanced in,2
will aboard,2
eight shillings,2
of year,2
and fiends,2
"thetis ,",2
sound legs,2
lord lysimachus,2
vile !,2
thy hateful,2
thy bowels,2
pistol 's,2
"barbason ,",2
not conjure,2
foul with,2
has me,2
fair terms,2
would walk,2
wight !,2
than twice,2
shall abate,2
time or,2
woe and,2
's woe,2
the spital,2
be ordered,2
she by,2
her espouse,2
espouse :,2
"pauca ,",2
face between,2
wherefore she,2
hostess and,2
gentle knight,2
cut their,2
passage through,2
on marina,2
complexion ?,2
does know,2
yet none,2
do submit,2
was quick,2
not dare,2
turn into,2
your bosoms,2
died by,2
furnish him,2
"conspired ,",2
practises of,2
less for,2
for bounty,2
thou cruel,2
savage and,2
that knew'st,2
spacious world,2
one spark,2
turn a,2
eye will,2
natural cause,2
all proportion,2
be hot,2
on murder,2
wrought upon,2
so preposterously,2
what see,2
your worthiness,2
execution and,2
same is,2
in head,2
with ours,2
behind that,2
who stand,2
monarch better,2
sweet shade,2
zeal .,2
wish but,2
and merit,2
service shall,2
make short,2
we waste,2
. uncle,2
advise .,2
kills the,2
we consider,2
his more,2
his sufferance,2
"harpy ,",2
are heavy,2
we wept,2
", chew",2
chew 'd,2
scroop and,2
punished .,2
royal sovereign,2
sir knight,2
and deface,2
that victorious,2
le bon,2
the direction,2
in cerimon,2
o'er ?,2
. ephesus,2
"chrish ,",2
work ish,2
ish give,2
", tish",2
i visit,2
for tarsus,2
concerning the,2
and friendly,2
thou reach,2
partly for,2
direction of,2
a killing,2
", gud",2
and bitumed,2
a chest,2
that sall,2
sall i,2
so chrish,2
the pillow,2
sa ',2
throats to,2
my jewels,2
the mess,2
"mess ,",2
", ink",2
cerimon 's,2
enter cerimon,2
fluellen .,2
dead ere,2
matched with,2
' never,2
in silken,2
was drunk,2
purchase .,2
stole a,2
pence .,2
that piece,2
by turning,2
carry coals,2
coals .,2
or their,2
much against,2
of wrongs,2
seek some,2
must cast,2
come presently,2
and cunning,2
discuss unto,2
golden slumber,2
plough up,2
siege is,2
is altogether,2
"jamy ,",2
works .,2
"'pothecary ,",2
knowledge in,2
"spices ,",2
belching whale,2
the belching,2
the leviathan,2
take pity,2
soldiers are,2
the cool,2
cool and,2
and contagious,2
and villany,2
's whistle,2
thou spit,2
do break,2
you yield,2
day an,2
", dispose",2
this stage,2
calais .,2
march are,2
enter katharine,2
and alice,2
"alice ,",2
et tu,2
a duck,2
"billow ,",2
her nurse,2
comment appelez-vous,2
which who,2
. et,2
"doigts ,",2
fingres .,2
of harfleur,2
our dancing,2
but straight,2
dead queen,2
i time,2
your nation,2
what ish,2
thou had,2
", peradventure",2
yield her,2
being as,2
pardon us,2
a !,2
foul fault,2
more better,2
must overboard,2
brine and,2
lie buried,2
and hard,2
hard of,2
with conscience,2
", water",2
virgins and,2
follows !,2
array 'd,2
was prince,2
of fiends,2
"fiends ,",2
smirch 'd,2
yourselves are,2
assist the,2
call themselves,2
", lift",2
fate of,2
consequence .,2
with england,2
arrived at,2
he masters,2
he weighs,2
there attend,2
niece of,2
a niece,2
stay in,2
question our,2
footed in,2
soon dispatch,2
you purpose,2
little pause,2
with imagined,2
be man,2
vestal livery,2
holy gods,2
his brave,2
with silken,2
cerimon and,2
"fancies ,",2
neptune and,2
the shrill,2
"confused ,",2
we honour,2
invisible and,2
the furrow,2
a spur,2
", letters",2
return your,2
shall chide,2
mock you,2
weeping for,2
the fitter,2
with leonine,2
unless your,2
"almighty ,",2
lay apart,2
by gift,2
no sinister,2
slaughter .,2
of famous,2
challenger .,2
with absolute,2
in skill,2
he rake,2
will compel,2
souls for,2
this hungry,2
opens his,2
' cries,2
this controversy,2
controversy .,2
his claim,2
presence here,2
our full,2
"defiance ,",2
prize you,2
"grown ,",2
force me,2
city on,2
the inconstant,2
morn till,2
us swear,2
are worth,2
not noble,2
stand like,2
her burying,2
cry 'god,2
this coffin,2
e'er this,2
the plain-song,2
do abound,2
abound :,2
drop and,2
and shield,2
bloody field,2
ale and,2
saw so,2
as bird,2
bough .,2
mould .,2
wrench it,2
wondrous heavy,2
"bawcock ,",2
sweet chuck,2
good humours,2
humours !,2
young as,2
boy to,2
of argument,2
from morn,2
child be,2
parts from,2
leaving her,2
your england,2
old women,2
have bless,2
your shafts,2
doth offer,2
", cleon",2
in cleon,2
guide us,2
and chambers,2
chambers go,2
our performance,2
english dead,2
peace there,2
as modest,2
stillness and,2
the blast,2
blast of,2
blows in,2
", summon",2
summon up,2
'd rage,2
five hours,2
bend up,2
every spirit,2
cloths .,2
"boxes ,",2
we sing,2
fondly dost,2
to foul,2
peradventure this,2
and ireland,2
fox would,2
than thought,2
bargain 'd,2
taint of,2
cleft with,2
thine image,2
"level ,",2
a brown,2
marks .,2
dry and,2
flout at,2
no queen,2
lands are,2
's natural,2
own lands,2
bite his,2
hath served,2
is fortune,2
sent in,2
and fret,2
must sit,2
"archers ,",2
instead whereof,2
our natural,2
extend his,2
did represent,2
matter was,2
wander you,2
whither wander,2
the wits,2
as priam,2
whetstone of,2
the whetstone,2
had put,2
's stomach,2
fat as,2
as butter,2
for always,2
have employ,2
sent this,2
proportion to,2
too dull,2
word 'sallet,2
and remain,2
'sallet ',2
by to-morrow,2
would suffer,2
suffer her,2
where learned,2
and trembling,2
married a,2
seized by,2
thou found,2
a monarchy,2
monarchy .,2
defence of,2
's worthiness,2
having full,2
have discharged,2
"papers ,",2
great by,2
"sepulchre ,",2
country for,2
he seem,2
her gifts,2
so anger,2
of august,2
envy :,2
could neither,2
housewife fortune,2
a gloss,2
sufficeth that,2
may happen,2
thousand in,2
speedily to,2
gifts to,2
known as,2
so york,2
enter iden,2
fortune fall,2
weep my,2
to starve,2
may weep,2
may enjoy,2
: fortune,2
oft thou,2
and ignominious,2
ill-favouredly .,2
no leisure,2
"wasps ,",2
she delivered,2
makes honest,2
most bitter,2
so grieved,2
search his,2
pockets .,2
fair she,2
given unto,2
'd certain,2
famine and,2
black gown,2
pry into,2
watch is,2
wake when,2
bade you,2
disdain .,2
no hurt,2
a chafed,2
yield myself,2
diadem upon,2
alarums :,2
"heigh ,",2
curse my,2
big heart,2
you smile,2
is fierce,2
"continued ,",2
jog on,2
swearing by,2
this knight,2
entirely .,2
usurp my,2
? never,2
exeunt hostess,2
", surfeiting",2
mount you,2
banish all,2
marketable .,2
none durst,2
"earthquake ,",2
lance :,2
and boarded,2
fiery eyes,2
re-enter troilus,2
a pirate,2
may draw,2
therefore more,2
more valiant,2
banish not,2
thy harry,2
: banish,2
beau .,2
hurt done,2
second him,2
of greyhounds,2
amain :,2
the lustre,2
and banish,2
hours the,2
than three,2
learned you,2
claim his,2
both which,2
lease of,2
have murdered,2
had :,2
years i,2
own words,2
mustard was,2
to proud,2
sheriff .,2
nevils ',2
vow for,2
beards that,2
upbraided me,2
them fight,2
the carrier,2
honour they,2
swore by,2
fertile england,2
master sheriff,2
a hue,2
had hope,2
eat grass,2
: alone,2
wished me,2
with envious,2
true face,2
breaking in,2
"chins ,",2
sits a,2
may lawfully,2
a cart,2
combat ?,2
she finds,2
on myself,2
hid me,2
be strangled,2
woods and,2
peep out,2
laid for,2
complain ?,2
arras :,2
'll demand,2
your thanks,2
crossing the,2
mark i,2
cressid ?,2
sea from,2
a capon,2
tenth of,2
2s .,2
messenger of,2
fiery shapes,2
in bringing,2
see none,2
shall fight,2
didst break,2
thy acts,2
humphrey :,2
arise !,2
therefore use,2
'd messenger,2
the frame,2
be tried,2
o'ercharged with,2
"wet ,",2
and villanous,2
and huge,2
many-colour 'd,2
plainness and,2
report what,2
what speech,2
thy plainness,2
for tear,2
heaven was,2
"truncheon ,",2
grace himself,2
by poison,2
"limb ,",2
and uncle,2
throw up,2
mine only,2
art far,2
uncle worcester,2
"epitaph ,",2
we together,2
slight and,2
' lives,2
letters full,2
view these,2
and frivolous,2
i express,2
", maiden",2
! does,2
device and,2
andrew .,2
lend the,2
possess her,2
my nativity,2
tear for,2
tried by,2
the silly,2
wrestle for,2
our tears,2
shook .,2
thy sheath,2
and battle,2
heavens were,2
my pledge,2
did tremble,2
times !,2
sight only,2
daughter-in-law :,2
try a,2
aid thee,2
shook to,2
a disposition,2
this gold,2
piteous spectacle,2
secretly to,2
your nativity,2
while these,2
means my,2
o piteous,2
it began,2
thy misery,2
saw but,2
for than,2
but humphrey,2
from honour,2
a commonweal,2
by underhand,2
my parents,2
heard !,2
every purpose,2
! steel,2
demean himself,2
ruffian and,2
a ruffian,2
requite .,2
poor harmless,2
proud as,2
his vassal,2
fearing you,2
their flowing,2
son were,2
or were,2
care no,2
their dens,2
'twere so,2
are pleased,2
and cousin,2
outface me,2
i betray,2
"laments ,",2
taught my,2
o pity,2
gracious lords,2
some book,2
"belong ,",2
sword like,2
to relish,2
i muster,2
whatsoe'er thou,2
remember any,2
lie where,2
banished father,2
's strong,2
forget a,2
remembrances of,2
death would,2
! grief,2
is join,2
brave me,2
you meant,2
these saucy,2
concluded on,2
henry was,2
bohemia 's,2
child but,2
must wither,2
", sauce",2
papers lie,2
was provoked,2
pleased from,2
"courtezans ,",2
and devise,2
talbot was,2
in voices,2
with speaking,2
your honest,2
me turn,2
speaking to,2
will render,2
honest care,2
exceptions at,2
ever we,2
"badge ,",2
dukedoms for,2
two dukedoms,2
none is,2
more advantage,2
advantage :,2
him sleep,2
alexander iden,2
o father,2
esquire of,2
smother it,2
", leontes",2
to combat,2
main .,2
start at,2
catalogue of,2
"learned ,",2
the archdeacon,2
look unto,2
rules in,2
aunt :,2
bone .,2
often seen,2
and glendower,2
mischance .,2
promises are,2
this miserable,2
with nature,2
a horseman,2
and especially,2
especially of,2
sleep till,2
so cunningly,2
charles is,2
did last,2
this fat,2
thought them,2
rogue a,2
terms ?,2
as breath,2
bereft thee,2
and beard,2
eye is,2
five men,2
sick o,2
remains but,2
", softly",2
with advantage,2
daily doth,2
i observe,2
"grudge ,",2
some petty,2
said ',2
misprised :,2
i raise,2
very wrath,2
achilles meet,2
unto all,2
is besieged,2
orleans is,2
blessing of,2
"palate ,",2
world was,2
' unto,2
age some,2
", beloved",2
", panthino",2
quake .,2
inclining to,2
sense as,2
not second,2
three score,2
and panthino,2
are blessings,2
means his,2
is falstaff,2
hath changed,2
doth cherish,2
i chide,2
", requires",2
english army,2
london streets,2
be packing,2
should thus,2
will wake,2
sad talk,2
folly to,2
"plaints ,",2
better parts,2
quell the,2
to quell,2
drink but,2
one out,2
her neck,2
from top,2
multitude .,2
gentle blood,2
stain to,2
am poor,2
"justly ,",2
doom !,2
rich are,2
brain as,2
do beg,2
and encourage,2
", dorcas",2
"mopsa ,",2
wickedness .,2
set .,2
"manly ,",2
a clifford,2
our death,2
world know,2
sweet duke,2
excellent young,2
hare .,2
"exposed ,",2
fellow by,2
am set,2
sovereign ?,2
: him,2
the complaints,2
complaints i,2
blown to,2
", sooner",2
thee are,2
his presumption,2
lords i,2
'll tickle,2
headlong from,2
", ungracious",2
should down,2
great saint,2
go that,2
needs go,2
head did,2
change that,2
be sir,2
now jove,2
dame margaret,2
deeds shall,2
requires it,2
thy chair,2
gallant youth,2
naughty varlet,2
enter shepherd,2
his style,2
dost it,2
are crown,2
bloody deeds,2
better pleased,2
still mine,2
it half,2
world esteem,2
that chair,2
thousand soldiers,2
sirrah :,2
so choleric,2
your yoke,2
weal .,2
but grace,2
"moving ,",2
gentle niece,2
that proteus,2
marching with,2
ravish your,2
i fill,2
this order,2
sisters .,2
before orleans,2
knights of,2
land by,2
"gillyvors ,",2
public weal,2
of public,2
thy flatterers,2
judge by,2
shift for,2
we judge,2
noble birth,2
but also,2
follow cade,2
nature but,2
known :,2
and hume,2
his malice,2
thus must,2
"knighthood ,",2
bounden to,2
much bounden,2
smooth the,2
' vein,2
"cressid ,",2
us pause,2
multiplied .,2
backs with,2
with burthens,2
shine upon,2
be multiplied,2
title shall,2
's advice,2
are vain,2
and ill,2
break forth,2
hume 's,2
imitate :,2
for tears,2
was daughter,2
flowers o,2
is cade,2
praise his,2
"endeavours ,",2
deserved no,2
wound our,2
overthrown !,2
where as,2
his special,2
o poor,2
foe is,2
robbing of,2
but usurp,2
the goodly,2
young king,2
you late,2
be asked,2
asked .,2
of knight,2
england prove,2
ears like,2
thief and,2
be cheque,2
to camillo,2
air hath,2
nor knows,2
to conceive,2
be son,2
with several,2
remove these,2
is spread,2
is trodden,2
split my,2
the faster,2
is wasted,2
you through,2
' bosoms,2
i stabb,2
but always,2
remains .,2
bears this,2
nothing remains,2
partly my,2
own opinion,2
none without,2
no dearer,2
their fortune,2
", nell",2
calendar of,2
? henceforth,2
this churlish,2
meet achilles,2
my gentlewoman,2
if sir,2
some burden,2
this abuse,2
he served,2
by kind,2
", wounded",2
loud alarum,2
re-enter cressida,2
ceres ',2
misleader of,2
content ?,2
and stout,2
am prevented,2
upon antenor,2
do dismiss,2
fair face,2
dost .,2
eldest of,2
is newly,2
more harm,2
'd corn,2
hairs do,2
by destiny,2
john fastolfe,2
praise !,2
whiles it,2
writes .,2
there yet,2
the ballad,2
in craft,2
expect your,2
his sides,2
this broken,2
to dim,2
will repeat,2
the sullen,2
guides it,2
shall talk,2
am above,2
frowning at,2
in villany,2
's parting,2
him chastisement,2
knit his,2
and guides,2
", placed",2
"villanous ,",2
puissant and,2
she sighed,2
breaks a,2
fortune will,2
to grapple,2
", polixenes",2
devil was,2
know is,2
make speed,2
decree .,2
stands my,2
flew :,2
damned :,2
be fat,2
"expostulate ,",2
do witness,2
as wit,2
! of,2
pharaoh 's,2
stand him,2
with whose,2
botch 'd,2
bon jour,2
meeting of,2
vengeance comes,2
the milk-white,2
would god,2
my rank,2
grapple with,2
him yield,2
sighed as,2
gave this,2
"whoremaster ,",2
i utterly,2
among nine,2
prodigal .,2
here had,2
three sons,2
his duchess,2
his three,2
nine bad,2
bad if,2
priam and,2
sweet niece,2
are only,2
ladies :,2
rule hath,2
he terms,2
you amaze,2
smell .,2
lucrece ',2
grew the,2
that forced,2
"diadem ,",2
: ergo,2
wherein if,2
night doth,2
crowns for,2
confess me,2
your hard,2
all unto,2
breathing in,2
lord hungerford,2
and nephew,2
cheque thy,2
young sir,2
and massacre,2
more equal,2
lord scales,2
that kisses,2
ambitious thoughts,2
men could,2
joy 'd,2
for young,2
the pudding,2
is betray,2
sweet nell,2
what dream,2
brings his,2
of tamora,2
that huge,2
them lay,2
surprise me,2
suffolk .,2
a sportful,2
calm thee,2
desirous to,2
am aweary,2
father stays,2
tun of,2
young gallant,2
kings should,2
that trunk,2
empty .,2
the trojans,2
tam lentus,2
pieces of,2
and heavens,2
the pieces,2
broke in,2
was broke,2
"killed ,",2
given consent,2
never given,2
saw yourself,2
's youth,2
until thy,2
strong ?,2
wrestling ?,2
grovel on,2
"cleanly ,",2
with halters,2
you crept,2
successfully .,2
for antenor,2
letter doth,2
like summer,2
yonder the,2
is yonder,2
and grovel,2
", gaze",2
own peril,2
an unspeakable,2
"entreated ,",2
now stay,2
powers do,2
"massacre ,",2
retired to,2
circled with,2
command no,2
", reach",2
more content,2
that father,2
vouchsafe one,2
", amity",2
idly here,2
all respect,2
but henry,2
for living,2
slay myself,2
ever she,2
'll both,2
his work,2
will slay,2
talbot slain,2
is talbot,2
short ?,2
neat and,2
monsieur the,2
heads are,2
entreated .,2
reach at,2
mine honourable,2
pulse .,2
speak'st it,2
subdued me,2
hector have,2
must round,2
is shrewdly,2
his prophecies,2
read no,2
a dragon,2
dragon and,2
in children,2
which any,2
? does,2
wert as,2
change to,2
planets of,2
these brows,2
the spark,2
his pledges,2
some sudden,2
her infinite,2
a triumphant,2
receive much,2
contend with,2
father ',2
liars .,2
my julia,2
language to,2
] 'item,2
overthrow ?,2
then goes,2
with telling,2
"favourites ,",2
. timon,2
be liars,2
what ring,2
loud :,2
glory 's,2
presage some,2
mine again,2
neither call,2
that gold,2
return it,2
woods .,2
diet me,2
is further,2
"ant ,",2
noble wife,2
gold must,2
a first,2
admirable :,2
seen those,2
palmer 's,2
thersites ?,2
's war,2
me kneel,2
kneel ?,2
next ensuing,2
devils ',2
' names,2
vow is,2
wolf to,2
a knee,2
knee to,2
pawn their,2
delivered to,2
most perfidious,2
sicilia and,2
a tired,2
swords for,2
early .,2
tired horse,2
revive :,2
", sicilia",2
with trump,2
stand to't,2
in reckoning,2
nine hours,2
exeunt titus,2
ensuing .,2
those wars,2
and delivered,2
maine shall,2
of maine,2
county of,2
the duchy,2
ajax fight,2
"raven ,",2
a ramping,2
coil with,2
o'er him,2
whom heaven,2
created for,2
and 'the,2
liked her,2
speak any,2
of capital,2
treason 'gainst,2
'll utter,2
i or,2
", audacious",2
you threw,2
angers me,2
other hath,2
taking leave,2
common grief,2
to merit,2
"considered ,",2
true unto,2
heart beats,2
"howsoe'er ,",2
to thou,2
signs !,2
you duke,2
no simple,2
and lucetta,2
"evidence ,",2
his first,2
much land,2
by none,2
were yours,2
not throw,2
another best,2
then another,2
the advice,2
voluntary :,2
lent it,2
attendants and,2
on edge,2
knew man,2
he kneels,2
inheritance ?,2
never harm,2
abused me,2
resort of,2
conquered :,2
and summer,2
is sent,2
"suspect ,",2
are placed,2
may run,2
were created,2
a brazen,2
mine on,2
's cure,2
no strumpet,2
and hour,2
yet neither,2
no maid,2
guilty :,2
the axle-tree,2
accused him,2
entertainment to,2
fine in,2
a palmer,2
you cross,2
gentlemen have,2
king did,2
mighty sea,2
here what,2
polixenes and,2
fit me,2
woman here,2
proceeding i,2
percy !,2
"charges ,",2
banquet set,2
too fine,2
: sometime,2
in titus,2
saturnine .,2
thine doth,2
sometime he,2
"shrewdly ,",2
a blank,2
proper cost,2
casement .,2
now sways,2
wives of,2
loves a,2
lord marquess,2
no knave,2
great favour,2
sometime the,2
. thanks,2
of nobility,2
have contrived,2
the indentures,2
's longing,2
from being,2
'd thoughts,2
and talked,2
to retire,2
mad for,2
by magic,2
did go,2
all thou,2
sweet patroclus,2
first duke,2
how hardly,2
companion is,2
hardly i,2
"marquess ,",2
black :,2
! bid,2
trump and,2
", opinion",2
bloody power,2
waking and,2
fly that,2
from florence,2
paid to,2
you frown,2
! once,2
often of,2
and troy,2
and observe,2
two brave,2
heavens with,2
and states,2
you tempt,2
", waking",2
mind hath,2
novices !,2
should cut,2
parolles retire,2
brave bears,2
my three,2
sympathy of,2
best lies,2
with plagues,2
my beads,2
yet oftentimes,2
have consented,2
our words,2
discovery .,2
this discovery,2
his patience,2
if words,2
our weapons,2
though sometimes,2
it show,2
obedient subjects,2
a son-in-law,2
buy me,2
capilet .,2
bolder to,2
one captain,2
"spurio ,",2
thy image,2
promise them,2
scourge the,2
is undone,2
"flourishes ,",2
breathe !,2
where'er it,2
bravely .,2
"harlotry ,",2
howe'er the,2
she answers,2
", howe'er",2
"proofs ,",2
meeting the,2
greeks :,2
"gave ,",2
his sway,2
're honest,2
but sorrow,2
such are,2
commendation .,2
persuasion can,2
didst hate,2
speaks in,2
understand thy,2
thy yellow,2
into me,2
"withheld ,",2
bear 's,2
these swelling,2
followed :,2
queen that,2
can express,2
bears to,2
fears of,2
. troy,2
"suppliant ,",2
heaven are,2
", protector",2
and speech,2
thankfulness !,2
", regent",2
they wear,2
gave life,2
heaven may,2
for four,2
a petition,2
attended on,2
the funeral,2
weeps :,2
soldier too,2
thy brazen,2
thy bears,2
own be,2
'some are,2
bait thy,2
hither have,2
bark and,2
wide gap,2
timon comes,2
exceed all,2
's bloody,2
a parallel,2
did lack,2
your lover,2
eighteen months,2
courtly and,2
bent against,2
and bane,2
mid-day sun,2
drove back,2
speedily and,2
king charles,2
my surety,2
environ 'd,2
great ajax,2
fond and,2
does nothing,2
", aloft",2
both or,2
either both,2
must marry,2
"'imprimis ,",2
he blushes,2
and simpler,2
my shoes,2
their traitor,2
daughter unto,2
to produce,2
", single",2
and drum,2
could witness,2
my visitation,2
saw one,2
. warwick,2
shall espouse,2
and garlic,2
said henry,2
very air,2
the sequent,2
by testament,2
like upon,2
performance is,2
", ambassador",2
is malvolio,2
agreed between,2
than feed,2
both bound,2
affable and,2
arm is,2
is hope,2
with wisdom,2
'd sword,2
his brandish,2
and curbs,2
own estate,2
him homage,2
much worth,2
widow and,2
england ne'er,2
patroclus .,2
unto henry,2
'd light,2
doth minister,2
is arrested,2
have tempted,2
tempted him,2
"arrested ,",2
consented unto,2
of helen,2
sons ?,2
it oft,2
sword did,2
blind men,2
deny their,2
to weeping,2
english john,2
servant in,2
their bail,2
clifford :,2
thee alone,2
parting is,2
hence amain,2
welcome my,2
harry king,2
's vows,2
dragon 's,2
they charge,2
villain in,2
your remedy,2
mines of,2
india .,2
mistakest me,2
wider than,2
we hence,2
: open,2
be humble,2
i quit,2
quit him,2
brother bedford,2
to wilful,2
rowland de,2
of sir,2
of irish,2
no villain,2
i longer,2
", elder",2
trifles .,2
it hurts,2
thus comes,2
: proud,2
if henry,2
and starved,2
any token,2
his wonted,2
his leather,2
rebel !,2
", bells",2
is paris,2
home without,2
"bonfires ,",2
that desert,2
grow too,2
will their,2
begin our,2
thievery .,2
sleep under,2
and hiding,2
before high,2
dissension in,2
no treachery,2
beyond a,2
charged you,2
father charged,2
friends were,2
our protector,2
sweet masters,2
on thyself,2
what treachery,2
they lost,2
how were,2
goes our,2
'not guilty,2
crows to,2
sworn i,2
shame him,2
this unprofitable,2
i prophesied,2
in modesty,2
", strive",2
more brain,2
must dissemble,2
religious in,2
aeneas .,2
no wise,2
the flower-de-luce,2
confound you,2
from trent,2
large sums,2
kings that,2
to disturb,2
never read,2
to mutiny,2
have stayed,2
thou strike,2
my education,2
dearest madam,2
torn and,2
songs for,2
him lies,2
have torn,2
from henry,2
bars me,2
thus advises,2
peers and,2
enter oliver,2
no vantages,2
vantages .,2
strive against,2
burst his,2
buy thee,2
thee dear,2
we divide,2
divide our,2
dead henry,2
to handle,2
demand a,2
order ta'en,2
i chid,2
valiant greek,2
with idleness,2
waters of,2
unworthy brother,2
mind too,2
poor unworthy,2
's homely,2
to mar,2
[ beating,2
no regard,2
by venus,2
grows strong,2
you maintain,2
be henceforth,2
beside :,2
land beside,2
re-enter lucetta,2
defy them,2
lucetta !,2
"wither ,",2
' head,2
haughty cardinal,2
tell if,2
shakes the,2
", english",2
reason he,2
think --,2
to wander,2
want ?,2
tears shall,2
and greatness,2
brook delay,2
"vassals ,",2
themselves into,2
our grandam,2
old duke,2
the ten,2
