ngram,count
they have,161
the matter,160
"mine ,",160
", o",160
't was,160
of me,160
the very,160
to say,159
", are",159
", master",159
man .,159
", on",159
"boy ,",158
"up ,",158
my soul,158
", look",158
the queen,157
on my,157
"farewell ,",157
be the,156
death .,156
'd the,155
", have",155
"honour ,",155
but the,155
all my,155
love .,154
"master ,",154
and your,154
my brother,154
", will",153
we shall,153
upon my,153
to thy,153
i fear,153
in that,153
and be,153
of them,153
"friend ,",153
she 's,153
. if,153
you 'll,152
"one ,",152
lord ?,152
with your,152
what a,151
", ho",151
"yea ,",151
me !,151
me in,151
king 's,150
shall we,150
hast thou,150
"france ,",150
my master,149
"myself ,",149
is your,149
and make,149
his own,148
", give",148
am not,148
and thou,148
are not,147
"who ,",147
and now,147
here comes,147
man 's,147
for it,146
to speak,146
a woman,145
like the,145
your highness,145
for thy,145
shall have,145
enter a,145
of their,144
is in,144
", shall",143
he would,143
too .,143
"day ,",143
"ah ,",143
thou dost,143
i hope,142
that she,142
"wife ,",142
more .,142
"look ,",142
lord of,141
have no,141
him ?,141
to hear,141
is but,141
all .,141
'd and,140
and this,140
! o,140
let it,140
"gone ,",140
here .,140
one of,140
"in ,",139
a word,139
: what,139
here ?,139
to give,139
of france,139
"name ,",139
", our",139
what you,138
and will,138
good lord,138
the devil,138
"god ,",137
here is,137
yet i,137
the man,137
when you,137
beseech you,137
on his,137
"queen ,",137
would i,137
you were,137
call 'd,137
from my,137
: for,137
"down ,",136
. you,136
part of,136
"think ,",136
"soul ,",135
in love,135
make a,135
am a,135
as it,135
! --,135
could not,134
like to,134
scene iii,134
the sun,134
a thousand,134
and there,134
iii .,134
thou wilt,133
go with,133
one that,133
than the,133
", one",133
sir ?,132
and therefore,132
or else,132
the earth,132
hear me,132
i never,132
and when,132
not in,131
by your,131
would be,131
will .,131
that which,131
ho !,131
to know,131
it were,130
thee :,130
you would,130
do it,130
a king,130
so ?,129
"good ,",129
thank you,129
and for,129
the field,129
and we,128
"house ,",128
wilt thou,128
from me,128
"fear ,",128
me with,128
with thee,127
"hence ,",127
of love,127
he did,127
as thou,127
in all,127
"welcome ,",126
"head ,",126
", tell",126
's house,126
the day,126
not for,125
"pray ,",125
"caesar ,",124
god 's,124
"sure ,",124
it shall,124
against the,124
all this,124
king .,123
"have ,",123
is so,123
he had,123
it in,123
the first,123
that will,123
'd me,123
the prince,123
if the,122
him that,122
say you,122
the best,122
but in,122
you in,122
of york,121
", lords",121
you can,121
a fool,121
"first ,",120
me a,120
is that,120
have not,120
", indeed",120
with thy,119
the way,119
for him,119
: let,119
that it,118
"fool ,",118
", god",118
"'s ,",118
unto the,118
away .,118
of these,118
too much,118
me not,118
please you,118
before the,117
: it,117
with this,117
your father,117
it to,117
'd :,117
"word ,",117
to come,117
the people,116
come .,116
i were,116
"grace ,",116
"face ,",116
palace .,116
good my,115
as well,115
he be,115
from his,115
to take,115
on me,115
ha !,114
as if,114
"live ,",114
i be,114
your own,114
a most,113
", would",113
", well",113
those that,113
"way ,",113
let the,112
by his,112
", her",112
so i,112
now i,112
", gentle",112
"to ,",112
thee !,112
your majesty,112
be gone,112
let them,111
have the,111
and here,111
that ?,111
do i,111
. now,111
away !,111
to us,111
we do,110
tell him,110
they say,110
now !,110
that they,110
that my,110
"daughter ,",110
have heard,110
him in,110
thee to,110
this .,110
but he,110
so :,110
the crown,110
: we,109
as we,109
for her,109
life .,109
would you,109
"part ,",109
for he,109
must not,109
my daughter,109
i prithee,108
it will,108
my liege,108
"york ,",108
a very,108
the sea,108
look you,108
make me,108
go .,108
on .,107
with us,107
had been,107
was not,107
are the,107
: this,107
"hither ,",107
see the,107
with such,107
out .,106
you should,106
should have,106
heart .,106
", lord",106
my wife,106
"mother ,",106
", some",106
o n't,106
you all,106
he 'll,106
we must,106
at my,105
that hath,105
know you,105
speak .,105
but what,105
"die ,",105
"off ,",105
king henry,105
pardon me,105
on him,105
"rome ,",105
"home ,",104
", why",104
it with,104
aside to,104
"bed ,",104
think you,104
"sword ,",103
when the,103
than a,103
"place ,",103
lord !,103
hath been,103
"earth ,",102
"eye ,",102
well :,102
"mind ,",102
of such,102
of death,102
a gentleman,102
you well,102
now .,102
"sirrah ,",102
and thy,102
"gloucester ,",101
at your,101
was the,101
"said ,",101
i saw,101
any thing,101
: she,101
", till",101
not ?,101
the house,101
if she,101
no man,101
", man",101
my mother,101
good night,101
: 't,101
and she,101
i warrant,100
", were",100
this day,100
your honour,100
you and,100
i hear,100
thou canst,100
"mistress ,",100
thou not,100
i come,100
", fair",99
upon his,99
not :,99
the court,99
not i,99
is too,99
the great,99
", poor",99
for thee,99
come hither,99
"gentlemen ,",99
same .,98
you that,98
you see,98
if not,98
scene iv,98
by a,98
be my,98
"words ,",98
: ',97
then i,97
know the,97
me the,97
and her,97
"nothing ,",97
him !,97
there ?,97
my lords,97
iv .,97
"warwick ,",97
and others,97
"stay ,",97
! the,97
i mean,97
than i,97
give him,96
good morrow,96
i tell,96
i not,96
", say",96
my son,96
sir :,96
the most,96
that have,95
you !,95
the lady,95
"are ,",95
take it,95
i beseech,95
as much,95
she hath,95
did not,95
"cousin ,",95
all that,95
", therefore",95
not have,95
is as,95
mine eyes,95
in such,94
take my,94
you say,94
where 's,94
'll not,94
the lord,94
", even",94
or i,94
enter king,94
hand .,94
your lordship,93
's death,93
: there,93
"state ,",93
! and,93
what he,93
", boy",93
if they,93
", make",93
in him,93
have seen,92
as they,92
have it,92
"himself ,",92
you be,92
enter the,92
for all,92
if we,92
"prince ,",92
that ever,92
we may,92
", away",91
: my,91
"liege ,",91
where i,91
king of,91
to keep,91
", whom",91
not what,91
the which,91
it so,91
"yours ,",91
", more",91
of us,91
will make,90
farewell .,90
"she ,",90
nothing but,90
's no,90
when thou,90
'd by,90
tell thee,90
's not,90
no .,90
and take,89
the night,89
a thing,89
is true,89
i speak,89
not that,89
"was ,",89
the air,89
"tongue ,",89
but for,89
all his,89
", lady",89
thy father,89
to tell,89
. he,89
"woman ,",89
and give,88
in me,88
room in,88
my lady,88
but this,88
"villain ,",88
i might,88
"nature ,",88
but yet,88
"or ,",88
but if,88
from her,88
did you,88
he has,88
of heaven,87
upon a,87
his head,87
will have,87
is .,87
"thus ,",87
do .,87
but not,87
on a,87
of what,87
"truth ,",87
here in,87
"hands ,",87
make the,87
and of,87
to that,87
to their,87
i take,87
is his,86
you a,86
"fie ,",86
and our,86
an hour,86
a great,86
the law,86
: so,86
speak to,86
should not,86
and they,86
"gentleman ,",86
through the,86
though i,86
"fellow ,",85
"husband ,",85
kind of,85
and it,85
"war ,",85
up the,85
she was,85
men 's,85
that would,85
! a,85
", upon",85
should i,85
you for,85
when they,84
the good,84
. go,84
on thy,84
. how,84
but now,84
your hand,84
my mind,84
"hope ,",84
"fire ,",84
who 's,84
. my,83
"rest ,",83
who is,83
"sake ,",83
the name,83
! how,83
"gods ,",83
all but,83
", farewell",83
", these",83
name of,83
[ within,83
within ],83
i dare,83
! why,83
whom i,83
the moon,83
the french,83
come on,83
", dear",82
no less,82
her :,82
"antony ,",82
the ground,82
of england,82
on her,82
", hath",82
to bed,82
", speak",82
and do,82
caesar 's,82
there .,82
have made,82
kill 'd,82
speak with,82
night .,82
for our,81
which he,81
a ',81
the more,81
now ?,81
they do,81
not my,81
. let,81
is dead,81
as to,81
and as,81
at home,81
", noble",81
mark antony,81
: --,81
take the,81
you the,81
had rather,80
pray thee,80
"may ,",80
exeunt all,80
die .,80
father .,80
us to,80
"truly ,",80
do so,80
", most",80
gone .,80
he should,80
the city,80
. this,80
and if,80
upon your,80
's my,80
"much ,",80
thou ?,80
sir john,80
they were,80
the truth,80
is an,80
such as,80
'll have,80
i n't,80
"england ,",80
how i,79
so long,79
give you,79
'd for,79
then ?,79
at a,79
thy hand,79
one .,79
"matter ,",79
be .,79
", ere",79
? o,79
is thy,79
me for,79
i give,78
? and,78
'd my,78
on your,78
to die,78
"shame ,",78
an old,78
: o,78
"did ,",78
"together ,",78
brother 's,78
my name,78
upon him,78
is now,78
upon me,78
day .,78
", since",78
lord :,78
"enough ,",78
"still ,",78
better than,77
"back ,",77
that was,77
[ to,77
a room,77
they shall,77
me and,77
and tell,77
my dear,77
what thou,77
banish 'd,77
'll make,77
dead .,77
"sea ,",77
the heavens,77
she will,77
had not,77
at his,76
that are,76
if that,76
he comes,76
and say,76
them to,76
that can,76
you with,76
hath not,76
like an,76
"none ,",76
by me,76
: therefore,76
come in,76
hath made,75
"n't ,",75
to them,75
none of,75
done .,75
say .,75
they will,75
for ever,75
woman 's,75
my tongue,75
you hear,75
give thee,75
did i,75
'd him,75
my sword,75
mine honour,75
"forth ,",75
"hear ,",75
time .,75
"right ,",75
's son,75
were not,74
that .,74
"child ,",74
"shall ,",74
of men,74
my husband,74
: a,74
"crown ,",74
man :,74
this :,74
but you,74
of an,74
hath a,74
", sirrah",74
to go,74
please your,74
had a,74
"youth ,",74
be your,74
to bear,74
is well,74
"troth ,",74
mine .,74
he not,74
a messenger,74
the old,74
not you,74
"air ,",74
in .,74
: thou,74
my hand,73
art a,73
with an,73
"morrow ,",73
'll tell,73
the next,73
my house,73
mother 's,73
your brother,73
", call",73
my noble,73
and on,73
to death,73
him and,73
", gentlemen",73
when we,73
man !,73
but one,73
which you,72
thee in,72
say i,72
you had,72
", ha",72
there was,72
word .,72
he were,72
it may,72
me see,72
upon this,72
with them,72
there be,72
the better,72
"before ,",72
might have,72
you go,72
' and,72
of thee,72
as my,72
"fair ,",72
"tears ,",71
", mistress",71
true .,71
' i,71
not know,71
wife .,71
i go,71
am sure,71
"am ,",71
thou didst,71
o my,71
must i,71
once more,71
my head,71
her to,71
fare you,71
man ?,71
are a,71
till i,71
at once,71
so far,71
you think,71
i .,71
"patience ,",71
"arms ,",71
'd up,71
thee ?,71
", such",71
are they,71
"side ,",71
to think,70
more of,70
and leave,70
from him,70
not speak,70
sir !,70
be done,70
the heart,70
him with,70
peace !,70
"gold ,",70
with their,70
his wife,70
"uncle ,",70
", was",70
how to,70
the state,70
will do,70
"thanks ,",70
'd his,70
the last,70
with that,70
"hold ,",69
you so,69
ere i,69
! thou,69
! you,69
men .,69
shall find,69
to live,69
look on,69
myself .,69
"soldiers ,",69
were a,69
'd ?,69
he can,69
you speak,69
thine own,69
if this,69
and attendants,69
from this,69
"page ,",69
earl of,69
the cause,69
time to,69
love 's,68
think it,68
"both ,",68
. here,68
not this,68
leave to,68
is there,68
since i,68
him not,68
for what,68
flourish .,68
let her,68
of war,68
are all,68
man of,68
a kind,68
", peace",68
is all,68
his life,68
a soldier,68
: yet,68
so many,68
place .,68
too :,68
! my,68
? why,68
"sister ,",68
speak of,68
that in,67
to heaven,67
may not,67
"fortune ,",67
his father,67
", never",67
"hour ,",67
her ?,67
into a,67
get thee,67
she shall,67
"horse ,",67
what news,67
be as,67
", did",67
but it,67
not with,67
he ?,67
be it,67
on this,66
"yourself ,",66
them all,66
. there,66
is more,66
to all,66
me of,66
"leave ,",66
the general,66
upon her,66
thou wert,66
good sir,66
them :,66
we can,66
didst thou,66
the poor,66
"majesty ,",66
", stand",66
not yet,66
"lucius ,",66
with our,66
and have,66
you did,66
this night,66
's palace,66
me thy,65
me your,65
i heard,65
but by,65
matter ?,65
look 'd,65
is like,65
many a,65
's name,65
i thought,65
some of,65
make him,65
all our,65
not well,65
madam .,65
him a,65
the tower,65
to it,65
by that,65
that shall,65
rome .,65
get you,64
master 's,64
see you,64
can you,64
much as,64
"besides ,",64
the wind,64
the palace,64
her father,64
? is,64
at all,64
it would,64
the worst,64
will go,64
made me,64
england 's,64
"once ,",64
a letter,64
", had",64
can be,64
this man,64
your worship,64
thee well,64
"thing ,",64
your good,64
now the,64
in france,64
well as,64
"help ,",64
? how,64
's sake,64
", cousin",64
a poor,64
what we,63
"brutus ,",63
of rome,63
"alone ,",63
his name,63
? the,63
", pardon",63
me that,63
"john ,",63
no other,63
of life,63
. before,63
on thee,63
at this,63
is gone,63
"wrong ,",63
", see",63
shall see,63
you love,63
the one,63
love and,63
not of,63
give it,62
"cause ,",62
an if,62
and never,62
"spirit ,",62
what should,62
a noble,62
", thus",62
scene v.,62
no further,62
's in,62
or no,62
: now,62
"fly ,",62
away with,62
: to,62
thy life,62
"land ,",62
a maid,62
"duke ,",62
love thee,62
. and,62
when she,62
where he,62
", get",62
be in,62
of thine,62
how much,62
"power ,",62
old man,62
how he,62
and how,62
way .,62
", lest",62
. for,62
way to,62
"were ,",61
play the,61
and from,61
what they,61
or a,61
head .,61
from your,61
the right,61
had i,61
the emperor,61
make thee,61
and their,61
"we ,",61
", their",61
down .,61
"masters ,",61
these are,61
man that,61
is very,61
"light ,",61
when it,61
the noble,61
", hear",61
's .,61
this be,61
are in,61
france .,61
look to,61
but let,61
", too",61
about the,61
in good,60
"slave ,",60
as she,60
turn 'd,60
all these,60
lady 's,60
friends .,60
hear the,60
"maid ,",60
's that,60
it !,60
than to,60
thy master,60
i came,60
and bring,60
but with,60
you of,60
even now,60
love :,60
"sleep ,",60
any man,60
i to,60
upon you,60
why should,60
"stand ,",60
his heart,59
is most,59
by heaven,59
then .,59
that your,59
"court ,",59
and see,59
have my,59
? no,59
in thee,59
comes the,59
as in,59
do me,59
and bid,59
"news ,",59
make you,59
", can",59
say so,59
"end ,",59
"richard ,",59
"ho ,",59
up .,59
himself .,59
"alack ,",59
for their,59
by him,59
"other ,",59
of .,59
me from,59
of man,59
be thy,59
king :,59
bound to,59
and such,59
nothing .,59
none but,59
n't .,59
"grief ,",58
"fight ,",58
is she,58
have me,58
'd it,58
on you,58
made a,58
hand :,58
what shall,58
where you,58
castle .,58
'll go,58
love to,58
world .,58
no matter,58
i swear,58
is done,58
of nature,58
you 're,58
my gracious,58
the door,58
and more,58
'll give,58
king and,58
and most,58
"sun ,",58
your love,58
: come,58
lady .,58
his majesty,58
"thine ,",58
? ',58
the hand,58
: when,58
my friend,58
"people ,",58
do beseech,57
"enter ,",57
we were,57
the word,57
him for,57
have we,57
"lie ,",57
this the,57
"itself ,",57
bring me,57
' faith,57
queen .,57
it for,57
"kate ,",57
think i,57
your daughter,57
to whom,57
us all,57
: they,57
news ?,57
blood .,57
the fool,57
must needs,57
"buckingham ,",57
it hath,57
[ reads,57
. good,57
her !,57
that were,57
to find,57
-- i,57
but as,57
your son,57
you come,57
my will,57
"pardon ,",57
the letter,57
told me,57
reads ],56
", fie",56
as this,56
put on,56
a fair,56
you this,56
am glad,56
of good,56
seem to,56
than you,56
to put,56
but when,56
under the,56
"mean ,",56
more :,56
a lady,56
", after",56
again :,56
his face,56
"knave ,",56
dare not,56
's love,56
peace .,56
i told,56
"service ,",56
", marry",56
's wife,56
piece of,56
company .,56
an honest,56
for they,56
that did,55
against my,55
not like,55
"long ,",55
all things,55
make it,55
", out",55
' --,55
", brother",55
in it,55
", great",55
king richard,55
you now,55
for thou,55
can do,55
not your,55
i live,55
! he,55
? or,55
thy name,55
my troth,55
name .,55
within the,55
let not,55
the news,55
", unless",55
", sure",55
what say,55
", pray",55
what would,55
mean to,55
me leave,55
enough to,55
hark !,55
", old",54
"as ,",54
in mine,54
name ?,54
it must,54
the dauphin,54
"breath ,",54
: here,54
and is,54
then the,54
", having",54
in arms,54
"sweet ,",54
", ay",54
is :,54
not think,54
"mad ,",54
and every,54
and would,54
'd of,54
this time,54
is here,54
"hark ,",54
'd at,54
eyes .,54
every one,54
even in,54
be with,54
thou hadst,54
here i,54
talk of,54
grace .,54
", kate",54
if my,54
good .,54
'd from,54
. to,54
i wish,54
the place,54
"henry ,",54
wouldst thou,53
him from,53
a villain,53
beseech your,53
thou the,53
his son,53
enough .,53
-- o,53
in some,53
is come,53
", love",53
bring him,53
of blood,53
me so,53
me this,53
the body,53
warrant you,53
now to,53
a better,53
in one,53
do ?,53
and these,53
"can ,",53
a friend,53
love me,53
"of ,",53
very well,53
"soldier ,",53
", may",53
your will,53
"wit ,",53
a day,53
"where ,",53
from a,53
edward 's,53
this place,53
not come,53
"ground ,",53
it should,53
of any,53
us :,53
"to-morrow ,",53
the blood,53
there are,53
what says,53
call him,52
that all,52
this was,52
did he,52
live .,52
but my,52
"thought ,",52
i like,52
the like,52
in these,52
thou shouldst,52
that this,52
son .,52
nor i,52
to love,52
: then,52
"ha ,",52
by thy,52
time of,52
king ?,52
see thee,52
", should",52
", king",52
"great ,",52
face .,52
the whole,52
of those,52
so please,52
for such,52
", put",52
if ever,52
a time,52
he does,52
she did,52
: his,52
"thoughts ,",52
an ass,52
thy love,52
friend .,52
'd her,52
to bring,52
men of,51
you both,51
what are,51
i knew,51
man is,51
at thy,51
"law ,",51
therefore i,51
"art ,",51
the love,51
my cousin,51
name is,51
now is,51
the english,51
it doth,51
"years ,",51
"lo ,",51
me speak,51
", warwick",51
with some,51
", hold",51
the dead,51
", father",51
words .,51
: that,51
he doth,51
the common,51
hear you,51
to seek,51
and at,51
will come,51
! for,51
"sovereign ,",51
field .,51
he may,51
"ear ,",51
which the,51
and made,51
be patient,51
are too,51
i find,51
know him,51
even so,51
if your,51
in hand,51
so well,51
", stay",51
have given,51
"justice ,",50
the town,50
' quoth,50
even to,50
from thy,50
are to,50
and mine,50
be to,50
it out,50
that his,50
then to,50
by and,50
", before",50
of honour,50
leave me,50
leave you,50
look upon,50
"edward ,",50
their own,50
the third,50
", because",50
go :,50
my poor,50
"clarence ,",50
till the,50
love you,50
on their,50
canst thou,50
", mine",50
not thy,50
not tell,50
"sons ,",50
"age ,",50
's dead,50
's head,50
"own ,",50
in peace,50
. well,50
"by ,",50
and no,50
love ?,50
me as,50
upon thy,50
believe me,50
came to,50
"body ,",50
", both",50
to one,50
they would,50
will give,50
to look,50
the end,50
thee for,50
. another,49
thou wouldst,49
know .,49
it can,49
"last ,",49
"margaret ,",49
but thou,49
"hell ,",49
from our,49
for we,49
can tell,49
they 'll,49
's your,49
and thus,49
call me,49
duke 's,49
not hear,49
bid me,49
no longer,49
take her,49
'd !,49
the head,49
were i,49
welcome .,49
all your,49
every man,49
my mistress,49
much .,49
this i,49
all :,49
", uncle",49
thou know'st,49
to call,49
more to,49
! but,49
was my,49
how many,49
me be,48
fool .,48
are my,48
worse than,48
: in,48
but his,48
that same,48
"foot ,",48
his death,48
up to,48
for so,48
our own,48
all in,48
sent to,48
yours .,48
'd you,48
my friends,48
up in,48
and go,48
but she,48
prince of,48
that a,48
that makes,48
see him,48
of late,48
", yea",48
from hence,48
than my,48
", none",48
heart :,48
"mercy ,",48
not by,48
to show,48
a street,48
which we,48
together .,48
the moor,48
of one,48
but we,48
have said,48
too late,48
. thou,48
henry 's,48
"oath ,",47
shall you,47
's to,47
means to,47
what ?,47
the gates,47
what !,47
and shall,47
how !,47
"suffolk ,",47
"somerset ,",47
she be,47
the count,47
it please,47
to fight,47
them in,47
his hand,47
'd on,47
have lost,47
thy face,47
or the,47
have to,47
my thoughts,47
are so,47
and me,47
be his,47
the thing,47
them ?,47
go in,47
? --,47
"doubt ,",47
i in,47
", without",47
", help",47
"thyself ,",47
in an,47
give us,47
show 'd,47
was i,47
thy head,47
in heaven,47
it on,47
am the,47
to meet,46
alone .,46
daughter .,46
"nurse ,",46
", bid",46
"letter ,",46
your wife,46
noble lord,46
'll to,46
highness ',46
a servant,46
's there,46
: your,46
in them,46
know my,46
sir toby,46
would make,46
my blood,46
", bring",46
he .,46
. give,46
"old ,",46
is mine,46
off .,46
my part,46
! come,46
and one,46
", methinks",46
. when,46
death :,46
gracious lord,46
follow me,46
upon our,46
touch 'd,46
! no,46
"how ,",46
hither .,46
"wise ,",46
as good,46
"ye ,",46
care not,46
know it,46
was never,46
are .,46
your eyes,45
know your,45
you make,45
tongue .,45
master .,45
of gloucester,45
i charge,45
", keep",45
! who,45
in rome,45
fear .,45
thee with,45
to kill,45
have some,45
. we,45
london .,45
. then,45
his eyes,45
"command ,",45
to save,45
's life,45
take him,45
thee from,45
king !,45
i doubt,45
to what,45
was in,45
", nay",45
up and,45
us ?,45
your hands,45
where the,45
"wind ,",45
thou to,45
hath he,45
"sound ,",45
it from,45
am sorry,45
"ladies ,",45
thou wast,45
leave .,45
a child,45
"knight ,",45
follow 'd,45
now :,45
do the,45
be true,45
country 's,45
son of,45
another part,45
a wife,44
", think",44
before him,44
bid him,44
's daughter,44
the death,44
might be,44
take this,44
fear 'd,44
"withal ,",44
a father,44
: go,44
am no,44
world 's,44
street .,44
were you,44
"made ,",44
see a,44
? you,44
thou that,44
that do,44
honour 'd,44
fear not,44
end of,44
did .,44
canst not,44
for shame,44
not see,44
would he,44
the forest,44
by some,44
to rome,44
then let,44
out the,44
she 'll,44
for 't,44
with what,44
a traitor,44
and soldiers,44
"ears ,",44
. so,44
"to-day ,",44
be well,44
", queen",44
if there,44
be made,44
me now,44
none .,44
now in,44
as his,44
thank thee,44
see how,44
you take,44
at hand,44
"beauty ,",44
help me,44
art not,44
makes me,44
and did,44
and c,44
than he,44
"business ,",44
we know,44
", nothing",44
power to,44
"arm ,",43
till he,43
who comes,43
"better ,",43
home .,43
"moon ,",43
my sweet,43
and other,43
love is,43
that with,43
not do,43
was he,43
'd upon,43
hand of,43
not say,43
"cardinal ,",43
? let,43
man in,43
had the,43
"reason ,",43
"else ,",43
"field ,",43
his grace,43
at it,43
"hail ,",43
thou be,43
bring you,43
will to,43
she would,43
for mine,43
king is,43
night :,43
this same,43
mistress ford,43
set down,43
this way,43
own .,43
say !,43
? a,43
who hath,43
shall make,43
' ?,43
"answer ,",43
by her,43
service .,43
"conscience ,",43
mistress page,43
told you,43
as many,43
will he,43
make us,43
to .,43
upon thee,42
"mouth ,",42
"false ,",42
"awhile ,",42
to leave,42
this world,42
i gave,42
house of,42
fortune 's,42
as your,42
day !,42
up your,42
"cassius ,",42
god save,42
! here,42
the fire,42
'd a,42
find him,42
that may,42
if any,42
the walls,42
his sword,42
", every",42
the eye,42
what it,42
", set",42
"door ,",42
much more,42
love him,42
comes here,42
villain !,42
end .,42
and good,42
comes .,42
thou mayst,42
than this,42
to answer,42
into my,42
see it,42
to use,42
", while",42
in you,42
well said,42
her husband,42
"to-night ,",42
how the,42
that made,41
arms .,41
"ford ,",41
why do,41
honour .,41
a hundred,41
i care,41
and die,41
"company ,",41
majesty .,41
and down,41
ever i,41
"rather ,",41
a plague,41
for these,41
] i,41
say to,41
here !,41
him so,41
all is,41
"would ,",41
so he,41
. why,41
is of,41
the morning,41
so that,41
why then,41
for she,41
still .,41
mind .,41
my face,41
from whence,41
"purpose ,",41
heart of,41
", follow",41
is at,41
