ngram,count
", but he",40
: i would,39
", gentlemen ,",39
", and what",39
", by this",39
"her , and",39
of you .,39
", and your",39
i thank thee,39
"a word ,",39
"tell thee ,",39
", i prithee",39
"fie , fie",39
"marry , sir",39
", you know",39
i 'll to,39
", so ,",39
"good sir ,",39
"no , not",39
is to be,39
enter king henry,39
", for your",39
and let me,39
"at home ,",39
i shall be,38
i love thee,38
", with all",38
"nay , but",38
"i fear ,",38
take my leave,38
"thy hand ,",38
room in the,38
"faith , i",38
"? o ,",38
"a fool ,",38
"to us ,",38
it is no,38
", i see",38
do not know,38
"your hand ,",38
of such a,38
i can tell,38
"my son ,",37
my life .,37
"come , sir",37
thou canst not,37
"mine honour ,",37
"the earth ,",37
"believe me ,",37
that you are,37
", be gone",37
fare thee well,37
"the matter ,",37
"the sea ,",37
i care not,37
with me :,37
it is my,37
he is not,37
", ha !",37
the house of,37
"the crown ,",37
"so , i",37
my heart .,37
", if not",37
i come to,37
"from me ,",37
"in faith ,",37
", though i",37
", like the",37
now ! what,37
as much as,37
", out of",36
", well ,",36
"sir , but",36
"i hope ,",36
with me ?,36
'd in the,36
", and take",36
", but in",36
can not tell,36
", for they",36
it may be,36
i tell thee,36
"but , i",36
and 't is,36
"lord , you",36
", i ,",36
the king is,36
", and she",36
"thou art ,",36
", you may",36
"well , my",36
no more of,36
": come ,",36
"'s son ,",36
", which i",36
"good night ,",36
", at the",36
as thou art,36
"and , i",36
"me , sir",36
iii . a,36
let me have,36
"? why ,",35
"warrant you ,",35
. what 's,35
out of his,35
"of mine ,",35
up and down,35
"for him ,",35
", is it",35
ii . a,35
"' faith ,",35
't is no,35
", by your",35
scene vi .,35
for 't is,35
you well .,35
and yet i,35
"you are ,",35
"well , and",35
who comes here,35
as i do,35
"and , by",35
", ho ,",35
", sir john",35
! i am,35
", why ,",34
", if the",34
"have done ,",34
"'s death ,",34
", on the",34
't is but,34
", for his",34
", peace !",34
comes here ?,34
' the world,34
why dost thou,34
scene i. a,34
but i am,34
", you 'll",34
"why , i",34
", in my",34
would i were,34
", or ,",34
"sir , the",34
do beseech you,34
me thy hand,34
", yet i",34
here is a,34
"it not ,",34
would not have,34
when i have,34
my gracious lord,34
"gracious lord ,",34
", and now",34
i am in,34
", and here",34
", for thy",34
when i am,34
"o n't ,",34
"of them ,",34
"the other ,",34
what do you,34
"him , for",34
"it , i",34
will you go,34
and thou shalt,34
", not a",34
no more than,34
i did not,34
and you shall,34
that 's a,34
a man .,34
", and by",34
i say .,34
", ' --",33
"in love ,",33
"my brother ,",33
of the field,33
". what ,",33
! 't is,33
"upon me ,",33
"ay , that",33
thou shalt not,33
"not , but",33
let him be,33
with such a,33
where is the,33
"of death ,",33
", but a",33
you shall have,33
if you be,33
"me not ,",33
"my master ,",33
"come , you",33
"can not ,",33
"ha , ha",33
"a woman ,",33
", a word",33
"what , ho",33
: if he,33
't is well,33
to make a,33
", that we",33
"you will ,",33
the king of,33
"come , my",33
", be not",33
", for this",33
", we have",33
", for you",33
with all the,33
", she 's",33
", he shall",33
is it not,33
", hear me",33
all the rest,33
", and their",33
's there ?,33
"for thee ,",32
"nay , then",32
when i was,32
. another part,32
"man , and",32
i must be,32
commend me to,32
: if you,32
. give me,32
"! o ,",32
"the time ,",32
", have you",32
"be gone ,",32
o n't .,32
i will .,32
", the duke",32
but i 'll,32
"upon him ,",32
flourish . enter,32
", ' quoth",32
"so , my",32
", and thy",32
", go with",32
to be the,32
but 't is,32
thou shalt be,32
be gone .,32
: there 's,32
", if they",32
as it is,32
as you are,32
"sir , he",32
"is dead ,",32
"alas , poor",32
the earl of,32
"and yet ,",32
", let them",32
: if i,32
"to bed ,",32
and will not,32
", it was",32
"you , if",32
"do not ,",32
"! come ,",32
"me , if",32
"i see ,",31
we can not,31
thy father 's,31
what news ?,31
"the air ,",31
", in this",31
", so i",31
", ' and",31
", and make",31
", here is",31
shall not be,31
", he will",31
you to the,31
a pair of,31
"him , he",31
the castle .,31
"no , sir",31
of it :,31
"now , good",31
he shall not,31
"not i ,",31
you shall find,31
"or , if",31
if you do,31
", cousin ,",31
for i will,31
"! what ,",31
you have done,31
that i can,31
"on him ,",31
", and when",31
", methinks ,",31
", as we",31
", i had",31
", gloucester ,",31
i will do,31
", we shall",30
it be so,30
", not to",30
him to the,30
me your hand,30
"lord , --",30
", in his",30
. 't is,30
"the people ,",30
for it is,30
"of war ,",30
"o , what",30
"me , for",30
"why , sir",30
", farewell .",30
come to me,30
"i n't ,",30
"that , i",30
"you well ,",30
'll tell you,30
but that i,30
", as they",30
is this the,30
do you not,30
that i should,30
"sir , for",30
"my part ,",30
is not the,30
", and do",30
"o lord ,",30
you must not,30
do you know,30
why do you,30
", and soldiers",30
", but you",30
", get thee",30
here is the,30
"for shame ,",30
"lords , and",30
", in good",30
your highness ',30
"take it ,",30
even in the,30
for all the,30
"then , i",30
good lord .,30
thou art not,29
i will have,29
to see the,29
and let the,29
", they say",29
it is .,29
", or the",29
"me , that",29
i will tell,29
"my friend ,",29
", duke of",29
that we have,29
would not be,29
to me :,29
. if you,29
"of this ,",29
"again , and",29
"the night ,",29
and then i,29
"sir john ,",29
"'s name ,",29
", but it",29
"to heaven ,",29
if she be,29
", one that",29
you shall be,29
", for that",29
i 'll take,29
that thou art,29
this is not,29
". go ,",29
if i can,29
which is the,29
", here comes",29
the world 's,29
what would you,29
what 's your,29
"by gar ,",29
"you , for",29
"the ground ,",29
"do so ,",28
": therefore ,",28
"my wife ,",28
"o , 't",28
of them .,28
but it is,28
", forsooth ,",28
", kate ,",28
", as if",28
"man , i",28
"the sun ,",28
if i be,28
with thee .,28
", and give",28
of me .,28
"and , like",28
with him !,28
"the duke ,",28
"a soldier ,",28
him in the,28
to be so,28
it not .,28
do you hear,28
"you , let",28
you do not,28
"why , that",28
king henry vi,28
be call 'd,28
"what , are",28
", come .",28
"is gone ,",28
"o , sir",28
", then ?",28
i 'll bring,28
i could not,28
's that ?,28
"in france ,",28
", if we",28
what art thou,28
"know not ,",28
", therefore ,",28
", and our",28
is he ?,28
", mistress ,",28
and let us,28
if there be,28
. the palace,28
you have a,28
", it will",28
", master ,",28
is a good,28
he will not,28
", when you",28
i dare not,28
"well , well",28
"well said ,",28
a piece of,28
i would be,27
: this is,27
she is not,27
"do it ,",27
and with a,27
to make me,27
", to my",27
"lord , my",27
", that she",27
what 's that,27
: you shall,27
"heaven , i",27
"to do ,",27
", but yet",27
"my mind ,",27
"my hand ,",27
", he 'll",27
what are you,27
"king , and",27
"the gods ,",27
my master 's,27
"the field ,",27
"tell him ,",27
that is the,27
", then .",27
is not this,27
't is so,27
by your leave,27
i should have,27
", as a",27
", i hear",27
", my dear",27
as it were,27
and that 's,27
i will make,27
", father ,",27
", on my",27
you are too,27
"sir , a",27
"i , that",27
and when i,27
that i might,27
that i will,27
"the queen ,",27
"? no ,",27
"why , so",27
", my noble",27
for it .,27
and so i,27
with me to,27
", art thou",27
not so .,27
she 's a,27
are you ?,27
", he was",27
that he hath,27
"your majesty ,",27
hear me speak,27
i should be,27
no more :,27
in the field,27
"of heaven ,",27
"of england ,",27
"by me ,",27
it in the,27
and the rest,27
i think it,27
you will not,27
"say , i",27
shall be so,27
"you say ,",26
say you ?,26
my brother 's,26
"nay , that",26
with her .,26
", let the",26
for my part,26
with drum and,26
"yea , and",26
", where i",26
as 't is,26
art thou ?,26
"of men ,",26
out o ',26
my noble lord,26
", shall i",26
if i were,26
"your highness ,",26
is no matter,26
would i had,26
"this , and",26
and he that,26
"is , and",26
so please you,26
i think i,26
for me .,26
! i have,26
so much as,26
", i mean",26
of the house,26
he would not,26
or i 'll,26
", when the",26
i know the,26
't is to,26
", but for",26
the king and,26
"love , and",26
"the moon ,",26
"but , as",26
", for thou",26
speak with you,26
"you , good",26
i think you,26
", -- o",26
it must be,26
", and have",26
such a one,26
that is not,26
"? what ,",26
a word .,26
my name is,26
"hand , and",26
", for all",26
"o , how",26
aside ] i,26
let 's see,26
he was a,26
"you , madam",26
", farewell ,",26
. will you,26
here in the,26
"and , with",25
"-- o ,",25
how do you,25
and to be,25
i 'll do,25
? 't is,25
in love .,25
i have said,25
scene i. the,25
"hence , and",25
is the matter,25
"why , he",25
one of them,25
the king ?,25
' quoth he,25
he hath a,25
"lord , the",25
. there 's,25
"not , for",25
", if she",25
if you can,25
and let him,25
"sir , we",25
have i not,25
", he that",25
you to your,25
thou shalt have,25
"him , but",25
let us go,25
good night .,25
to make the,25
"it , for",25
it so .,25
. i do,25
"to rome ,",25
for god 's,25
", fie !",25
"will , my",25
it is to,25
i do know,25
give me the,25
"him not ,",25
"'t is ,",25
i told you,25
"ay , marry",25
"at hand ,",25
i am so,25
that i do,25
", i come",25
do you think,25
"what , is",25
i take my,25
to tell you,25
"of her ,",25
to the crown,25
"my mother ,",25
if thou dost,25
"old man ,",25
you have been,25
which i have,25
: let me,25
: and i,25
what you have,25
if i had,25
", and of",25
then i 'll,25
that i had,24
if he were,24
here 's the,24
", and tell",24
", fellow ,",24
even to the,24
"the law ,",24
is it ?,24
of the night,24
i am your,24
", shall we",24
scene vii .,24
"you do ,",24
! i will,24
it is too,24
me in the,24
what shall i,24
't is time,24
"trust me ,",24
", for we",24
"sir , in",24
"am i ,",24
", with my",24
i know him,24
i charge thee,24
"and now ,",24
! what 's,24
drum and colours,24
i am .,24
for thee .,24
and we will,24
for mine own,24
: there is,24
iv . the,24
"master brook ,",24
a man 's,24
that i was,24
it was a,24
for him .,24
. what is,24
"say so ,",24
the world :,24
the prince of,24
same . a,24
of a king,24
flesh and blood,24
where is my,24
"will not ,",24
"of all ,",24
and he shall,24
get thee gone,24
", wilt thou",24
i 'll speak,24
"at once ,",24
"but , for",24
. there is,24
", like an",24
"farewell , my",24
but if you,24
: and so,24
the tower .,24
"of thee ,",24
"the day ,",24
"mine own ,",24
that will not,24
how dost thou,24
me . i,24
"it be ,",24
", and as",24
"o , the",24
"you , --",23
", love ,",23
"the court ,",23
"that is ,",23
'll be sworn,23
", faith ,",23
: you have,23
", now ,",23
", and one",23
"and , being",23
"with us ,",23
"o , he",23
you so ?,23
"art thou ,",23
that thou hast,23
"i go ,",23
", a n't",23
it to the,23
"in him ,",23
"from him ,",23
do so .,23
"it , but",23
she shall be,23
"so , sir",23
"thee well ,",23
"be patient ,",23
", or a",23
", that it",23
god 's sake,23
"i , my",23
a word with,23
his father 's,23
can tell you,23
"his life ,",23
he shall be,23
", to see",23
"too , and",23
your majesty .,23
: you are,23
"not be ,",23
", full of",23
"of rome ,",23
"to death ,",23
in love with,23
to the court,23
you have not,23
can not choose,23
i beseech your,23
"once more ,",23
"why then ,",23
"in , and",23
"you , that",23
"a little ,",23
shall be my,23
. this is,23
what say'st thou,23
the king :,23
i am bound,23
"not , sir",23
"the state ,",23
if thou wilt,23
: he hath,23
your grace .,23
. if i,23
"no , nor",23
": nay ,",23
to it .,23
and to the,23
: i know,23
we will not,23
"come , go",23
"a gentleman ,",23
"on thee ,",23
"ay , ay",23
here he comes,23
and it is,23
"to speak ,",23
'll tell thee,23
with us .,23
and i must,23
"yet , i",23
"you all ,",23
is dead .,23
that 's not,23
"am sure ,",23
you shall see,23
"is he ,",22
"it so ,",22
"love me ,",22
"here , sir",22
of the duke,22
that i did,22
that i shall,22
"for it ,",22
or i will,22
of my life,22
"so , so",22
", you do",22
is full of,22
i had a,22
", where is",22
is more than,22
to us .,22
you and i,22
to you :,22
the prince and,22
i know it,22
i think he,22
by my life,22
shall be the,22
", man ?",22
", with drum",22
", is not",22
", what is",22
", they have",22
"my sword ,",22
the end of,22
", and other",22
you are welcome,22
", and is",22
flourish . exeunt,22
it is :,22
that we may,22
"mine eyes ,",22
thank you for,22
", that my",22
", and her",22
", and say",22
", pray you",22
"do , and",22
"no doubt ,",22
a fool .,22
i should not,22
"and others ,",22
"my house ,",22
"on , and",22
. but i,22
"sir , it",22
of mine own,22
the death of,22
i am to,22
", marcus ,",22
"part , i",22
and then to,22
"away , and",22
i never saw,22
for he is,22
", you were",22
but in the,22
"me , as",22
that you shall,22
", brother ,",22
is not a,22
where is he,22
"his head ,",22
i 'll keep,22
let me go,22
", if my",22
", master brook",22
", he would",22
three or four,22
my heart is,22
the king hath,22
"the tower ,",22
if this be,22
"you , the",22
if it were,22
i am too,22
", and bring",22
"and then ,",22
do it .,22
not so much,22
"no , by",22
and full of,22
"it were ,",22
and he is,22
give me a,22
to see you,22
: we 'll,22
", madam :",22
't is he,22
if i could,22
", you ,",22
", when they",22
my liege .,22
", when thou",22
what is it,22
london . the,22
with him ?,21
he would have,21
. i pray,21
i saw him,21
"'s dead ,",21
"and thou ,",21
not a word,21
"no matter ,",21
know not .,21
", all the",21
", iago ,",21
", and more",21
"in peace ,",21
", the gods",21
", somerset ,",21
"? nay ,",21
to my house,21
to speak with,21
like to a,21
give me my,21
"in arms ,",21
", nor the",21
"own part ,",21
"sir , my",21
". nay ,",21
", a very",21
of my heart,21
for ever .,21
i mean to,21
"the truth ,",21
", you will",21
"for , i",21
"for , by",21
", then i",21
"is so ,",21
of a man,21
"and , when",21
", and 't",21
prince of wales,21
", it shall",21
", uncle ,",21
. before the,21
", think you",21
"lord , he",21
"'s love ,",21
know not how,21
thy name ?,21
", no .",21
's the news,21
"in this ,",21
"to say ,",21
and i do,21
but yet i,21
i 'll follow,21
i love you,21
"to them ,",21
"your leave ,",21
: i do,21
", my gracious",21
when you have,21
of france .,21
as he is,21
on him .,21
", though it",21
". sir ,",21
", get you",21
father 's death,21
"nay , good",21
let me not,21
of him :,21
"the way ,",21
"no , he",21
"to be ,",21
and c .,21
"then , and",21
". therefore ,",21
so am i,21
", see ,",21
speak a word,21
"a maid ,",21
"so much ,",21
", and would",21
and in his,21
", brutus ,",21
where 's the,21
and in that,21
"not , my",21
"come , we",21
by the hand,21
'll to the,21
and can not,21
"of lancaster ,",21
an honest man,21
your will ?,21
", fie ,",21
to bed .,21
from me .,21
what should i,21
. you are,21
in my heart,21
they are not,21
"be done ,",21
"of norfolk ,",21
", and on",20
"will , and",20
. london .,20
what then ?,20
and make a,20
to the tower,20
"say you ,",20
"sir , as",20
"up , and",20
in the castle,20
i know thee,20
that all the,20
"sir , what",20
"is not ,",20
a n't please,20
would you have,20
i have to,20
't is like,20
"troth , i",20
. let me,20
", and go",20
how say you,20
"queen margaret ,",20
"heart , and",20
"you now ,",20
will tell you,20
. fare you,20
"nay , if",20
joan la pucelle,20
if it please,20
if you have,20
't is very,20
", madam ?",20
"then , to",20
"o , she",20
to you ?,20
god 's name,20
you must be,20
"i did ,",20
", yes ,",20
: and yet,20
", we must",20
and such a,20
what i can,20
", i charge",20
"'s wife ,",20
"and therefore ,",20
it please you,20
", let her",20
"is done ,",20
'd with the,20
up to the,20
"father , and",20
"good madam ,",20
you are the,20
the king !,20
", lord ,",20
"o , then",20
't is most,20
"of us ,",20
he is .,20
what i am,20
"lord , to",20
", that they",20
to him :,20
", for she",20
when you are,20
. how now,20
the hand of,20
for you :,20
"quoth he ,",20
", my heart",20
what think you,20
your lordship .,20
be with you,20
"and , if",20
go with us,20
", go .",20
", -- and",20
i would you,20
's death .,20
"before him ,",20
"i swear ,",20
", lucius ,",20
. the king,20
the love of,20
for the love,20
"this hand ,",20
", and leave",20
"love , i",20
and by the,20
me speak .,20
they shall be,20
the heart of,20
"your honour ,",20
you have heard,20
", is the",20
one of the,20
and tell me,20
", to have",20
for such a,20
i must not,20
you for your,20
"why , 't",20
"this day ,",20
"thank thee ,",20
"that , in",20
"or no ,",20
go to the,20
it should be,20
", and if",20
i am as,20
me in my,19
"why , there",19
the queen 's,19
there 's the,19
have you not,19
that can not,19
"me , you",19
enter a servant,19
? i will,19
", nor i",19
"i can ,",19
"follow me ,",19
you are my,19
", good master",19
! what news,19
of my love,19
that i 'll,19
not in the,19
there 's not,19
", so please",19
"then , if",19
"of gloucester ,",19
that which i,19
but to the,19
what dost thou,19
if i should,19
you would have,19
"so , and",19
"his wife ,",19
", that was",19
and in this,19
"of life ,",19
i shall have,19
"you not ,",19
"down , and",19
"in me ,",19
get you gone,19
away with him,19
you shall hear,19
", of the",19
"you , you",19
", richard ,",19
as you have,19
", and at",19
"of blood ,",19
", you would",19
do not like,19
king richard iii,19
of york .,19
i shall not,19
thou hast done,19
: pray you,19
your hand .,19
"you see ,",19
: but it,19
", which you",19
"lord , but",19
more than i,19
"thee , i",19
", but she",19
. if thou,19
a man :,19
"'s daughter ,",19
it is so,19
"mark antony ,",19
", can not",19
we 'll have,19
"good faith ,",19
: i must,19
of his own,19
to be your,19
"take heed ,",19
"not well ,",19
is not well,19
but i do,19
! i 'll,19
"to it ,",19
if thou hast,19
"of that ,",19
speak to me,19
from the king,19
let 's away,19
"be true ,",19
", masters ,",19
sir toby belch,19
is there no,19
"my faith ,",19
two or three,19
i take it,19
"but , o",19
", but if",19
to die .,19
"marry , i",19
"me , but",19
", the more",19
to me ?,19
't was a,19
as i can,19
's a good,19
"at all ,",19
", buckingham ,",19
i 'll see,19
"hand , i",19
i have lost,19
", antony ,",19
"too much ,",19
", come hither",19
"in hand ,",19
the duke .,19
". why ,",19
"why , thou",19
", that have",19
"o god ,",19
"now , i",19
to speak .,19
the forest .,19
"mistress ford ,",19
an old man,19
must not be,19
", but let",19
", look ,",19
my lord and,19
", i did",19
"with thee ,",19
"is it ,",19
my lady 's,19
", dost thou",19
", hal ,",19
to this ?,19
in good time,19
the prince 's,19
so please your,19
", my love",19
", ere i",19
pardon me .,19
"henry vi ,",19
"his son ,",19
", i take",19
"lord , that",19
", to say",19
so great a,19
i fear me,19
that 's my,19
"you , to",19
to death .,19
but i have,19
i doubt not,19
you : i,18
of your own,18
. it is,18
", and come",18
", and every",18
tell you what,18
sir hugh evans,18
to do it,18
here 's my,18
", sirs ,",18
for i must,18
"ay , madam",18
", claudio ,",18
there is not,18
is in the,18
", so it",18
the time of,18
i 'll send,18
"is , that",18
him : he,18
he is in,18
", tell him",18
"this night ,",18
"they are ,",18
well as i,18
"? come ,",18
with us ?,18
i know .,18
", or to",18
i thank your,18
please you to,18
a man that,18
"know , my",18
", i may",18
"so , for",18
to him that,18
i may not,18
"sir , your",18
? is it,18
the gates of,18
"my husband ,",18
i have spoke,18
"gone , and",18
what is he,18
", have i",18
at the door,18
", such a",18
"nay , come",18
would speak with,18
to him ?,18
me not .,18
not be so,18
when he was,18
iv . a,18
when they are,18
duke of norfolk,18
"hear you ,",18
"it , my",18
"me well ,",18
"in heaven ,",18
"charge you ,",18
", for if",18
", when we",18
my lord the,18
this is my,18
is not to,18
by this hand,18
"'s face ,",18
", peace ,",18
"save you ,",18
? what 's,18
me leave to,18
"his face ,",18
"that , when",18
"my blood ,",18
"lord , this",18
", you can",18
i am for,18
", a man",18
", now i",18
no more but,18
", the other",18
thank you .,18
you in the,18
"this man ,",18
", villain ,",18
", with your",18
i do love,18
and that i,18
say you to,18
he comes .,18
king henry viii,18
i 'll prove,18
"o , no",18
'll not be,18
shall i do,18
", i love",18
a man may,18
shall i be,18
", alas ,",18
that it is,18
like to be,18
we shall have,18
and what 's,18
have no more,18
", can you",18
i n't .,18
"dead , and",18
i do .,18
", i never",18
of the earth,18
"you hear ,",18
but that the,18
"us , and",18
for my sake,18
word with you,18
"love her ,",18
! my lord,18
no more to,18
the issue of,18
", she hath",18
'd by the,18
duke of gloucester,18
have done .,18
"now , for",18
"your love ,",18
the people 's,18
if thou canst,18
are full of,18
is done .,18
in his own,18
if you 'll,18
or no ?,18
", ha ?",18
if you please,18
", i care",18
of him ?,18
of that ?,18
"lord , your",18
king of england,18
", cassius ,",18
thee to the,18
"my friends ,",18
me no more,18
as they say,18
with the king,18
", an if",18
", take it",18
", for shame",17
"head , and",17
"as you ,",17
", is he",17
that she is,17
of this .,17
that i know,17
as i was,17
is a man,17
", suffolk ,",17
of mine .,17
"out , and",17
by no means,17
to see a,17
what wouldst thou,17
and tell him,17
if thou wert,17
. a public,17
", pompey ,",17
", indeed .",17
thou art the,17
"and me ,",17
"of gold ,",17
", and thus",17
. farewell .,17
thou art .,17
"look , here",17
", that will",17
you know me,17
can not speak,17
"you , in",17
of this ?,17
for me to,17
are like to,17
wouldst thou have,17
's castle .,17
"well , let",17
the son of,17
"do , i",17
as she is,17
"she is ,",17
"i live ,",17
not choose but,17
"for her ,",17
"lord , what",17
it be not,17
shall be done,17
"! no ,",17
i 'll leave,17
what means this,17
but who comes,17
speak no more,17
", york ,",17
not be a,17
to the field,17
"! well ,",17
me to a,17
", you should",17
now will i,17
the earth .,17
", -- for",17
"here , my",17
"noble lord ,",17
for want of,17
"very well ,",17
"the man ,",17
", if your",17
and with the,17
alarum . enter,17
here comes my,17
", you say",17
give me some,17
that he did,17
i will give,17
", soft !",17
where is thy,17
you 'll be,17
